nameWithOwner,url,stargazerCount,createdAt,releases,primaryLanguage,age,processed
Freeyourgadget/Gadgetbridge,https://github.com/Freeyourgadget/Gadgetbridge,3853,2015-01-05T23:19:03Z,0,Java,2630,false
vespa-engine/vespa,https://github.com/vespa-engine/vespa,3840,2016-06-03T20:54:20Z,12,Java,2115,false
orhanobut/hawk,https://github.com/orhanobut/hawk,3839,2015-02-19T22:25:23Z,22,Java,2585,false
oldmanpushcart/greys-anatomy,https://github.com/oldmanpushcart/greys-anatomy,3836,2012-11-21T19:39:35Z,0,Java,3405,false
bluelinelabs/Conductor,https://github.com/bluelinelabs/Conductor,3833,2016-03-16T18:42:41Z,19,Java,2194,false
tuguangquan/mybatis,https://github.com/tuguangquan/mybatis,3826,2014-11-03T04:51:06Z,0,Java,2694,false
dromara/hmily,https://github.com/dromara/hmily,3821,2017-09-28T06:29:01Z,0,Java,1634,false
roboguice/roboguice,https://github.com/roboguice/roboguice,3817,2012-08-12T20:37:19Z,0,Java,3506,false
react-native-webrtc/react-native-webrtc,https://github.com/react-native-webrtc/react-native-webrtc,3815,2015-09-27T10:57:30Z,42,Java,2366,false
hussien89aa/AndroidTutorialForBeginners,https://github.com/hussien89aa/AndroidTutorialForBeginners,3811,2016-09-26T16:36:28Z,0,Java,2000,false
web3j/web3j,https://github.com/web3j/web3j,3797,2016-09-04T05:48:49Z,94,Java,2023,false
MiguelCatalan/MaterialSearchView,https://github.com/MiguelCatalan/MaterialSearchView,3795,2015-09-14T17:13:46Z,6,Java,2378,false
bytedeco/javacpp,https://github.com/bytedeco/javacpp,3782,2014-04-21T12:47:21Z,8,Java,2890,false
pmd/pmd,https://github.com/pmd/pmd,3781,2012-07-11T18:03:00Z,73,Java,3538,false
itwanger/JavaBooks,https://github.com/itwanger/JavaBooks,3776,2020-10-10T00:48:06Z,0,Java,526,false
eirslett/frontend-maven-plugin,https://github.com/eirslett/frontend-maven-plugin,3769,2013-08-30T14:44:38Z,0,Java,3124,false
apache/shiro,https://github.com/apache/shiro,3764,2009-08-29T08:00:17Z,0,Java,4586,false
TeamAmaze/AmazeFileManager,https://github.com/TeamAmaze/AmazeFileManager,3758,2014-07-14T19:47:53Z,58,Java,2805,false
powermock/powermock,https://github.com/powermock/powermock,3758,2014-05-28T07:53:53Z,16,Java,2853,false
microsoft/malmo,https://github.com/microsoft/malmo,3756,2016-05-17T14:58:40Z,21,Java,2133,false
databricks/learning-spark,https://github.com/databricks/learning-spark,3741,2014-06-16T04:47:54Z,0,Java,2834,false
j-easy/easy-rules,https://github.com/j-easy/easy-rules,3737,2013-03-10T14:38:26Z,10,Java,3297,false
zzhoujay/RichText,https://github.com/zzhoujay/RichText,3735,2015-07-21T09:36:01Z,0,Java,2434,false
Javen205/IJPay,https://github.com/Javen205/IJPay,3733,2017-05-02T03:15:32Z,23,Java,1783,false
timehop/sticky-headers-recyclerview,https://github.com/timehop/sticky-headers-recyclerview,3724,2014-10-03T01:57:46Z,0,Java,2725,false
M66B/NetGuard,https://github.com/M66B/NetGuard,3717,2015-10-24T17:59:20Z,134,Java,2338,false
yanzhenjie/NoHttp,https://github.com/yanzhenjie/NoHttp,3714,2015-07-29T06:11:12Z,0,Java,2426,false
didi/LogiKM,https://github.com/didi/LogiKM,3710,2020-03-19T05:13:51Z,13,Java,731,false
querydsl/querydsl,https://github.com/querydsl/querydsl,3709,2011-08-05T06:46:32Z,34,Java,3880,false
lzyzsd/CircleProgress,https://github.com/lzyzsd/CircleProgress,3700,2014-10-30T16:14:42Z,0,Java,2698,false
xuexiangjys/XUI,https://github.com/xuexiangjys/XUI,3697,2019-01-07T07:59:02Z,21,Java,1168,false
pqpo/SmartCropper,https://github.com/pqpo/SmartCropper,3697,2017-08-03T11:08:41Z,13,Java,1690,false
willowtreeapps/spruce-android,https://github.com/willowtreeapps/spruce-android,3691,2017-02-23T20:34:18Z,3,Java,1850,false
LWJGL/lwjgl3,https://github.com/LWJGL/lwjgl3,3679,2012-12-23T15:40:04Z,16,Java,3374,false
failsafe-lib/failsafe,https://github.com/failsafe-lib/failsafe,3678,2015-06-30T00:56:39Z,0,Java,2455,false
amirzaidi/Launcher3,https://github.com/amirzaidi/Launcher3,3672,2017-05-30T12:53:32Z,22,Java,1755,false
YunaiV/ruoyi-vue-pro,https://github.com/YunaiV/ruoyi-vue-pro,3668,2021-01-24T03:18:25Z,8,Java,420,false
subhra74/xdm,https://github.com/subhra74/xdm,3661,2018-02-25T13:09:15Z,3,Java,1484,false
yangfuhai/ASimpleCache,https://github.com/yangfuhai/ASimpleCache,3654,2013-07-28T13:50:59Z,0,Java,3157,false
tiann/epic,https://github.com/tiann/epic,3650,2017-05-22T02:52:44Z,5,Java,1763,false
binIoter/GuideView,https://github.com/binIoter/GuideView,3641,2016-06-19T08:52:25Z,0,Java,2100,false
Col-E/Recaf,https://github.com/Col-E/Recaf,3640,2017-07-27T06:01:10Z,167,Java,1697,false
huanghongxun/HMCL,https://github.com/huanghongxun/HMCL,3633,2015-06-22T08:06:03Z,177,Java,2463,false
ryanhoo/StylishMusicPlayer,https://github.com/ryanhoo/StylishMusicPlayer,3627,2016-09-13T14:38:32Z,0,Java,2014,false
rockerhieu/emojicon,https://github.com/rockerhieu/emojicon,3618,2014-01-18T12:32:38Z,2,Java,2983,false
sunfusheng/MarqueeView,https://github.com/sunfusheng/MarqueeView,3616,2016-06-01T06:50:46Z,0,Java,2118,false
litesuits/android-common,https://github.com/litesuits/android-common,3615,2014-05-29T08:08:00Z,0,Java,2852,false
google/open-location-code,https://github.com/google/open-location-code,3612,2014-09-30T18:26:35Z,5,Java,2727,false
zxbu/webdav-aliyundriver,https://github.com/zxbu/webdav-aliyundriver,3611,2021-01-13T10:02:36Z,14,Java,431,false
lygttpod/SuperTextView,https://github.com/lygttpod/SuperTextView,3610,2016-10-19T04:06:54Z,39,Java,1978,false
WeiYe-Jing/datax-web,https://github.com/WeiYe-Jing/datax-web,3603,2019-11-19T01:09:05Z,5,Java,852,false
saysky/ForestBlog,https://github.com/saysky/ForestBlog,3603,2017-10-08T15:27:47Z,0,Java,1624,false
jitsi/jitsi,https://github.com/jitsi/jitsi,3602,2013-04-24T17:37:20Z,7,Java,3251,false
mock-server/mockserver,https://github.com/mock-server/mockserver,3599,2013-02-26T06:09:52Z,0,Java,3309,false
mercyblitz/tech-weekly,https://github.com/mercyblitz/tech-weekly,3589,2018-12-03T03:10:52Z,0,Java,1203,false
graphhopper/graphhopper,https://github.com/graphhopper/graphhopper,3587,2012-02-18T19:57:38Z,34,Java,3682,false
code4craft/tiny-spring,https://github.com/code4craft/tiny-spring,3584,2014-01-10T16:37:57Z,0,Java,2990,false
johncarl81/parceler,https://github.com/johncarl81/parceler,3584,2013-07-03T02:53:01Z,0,Java,3182,false
nytimes/Store,https://github.com/nytimes/Store,3582,2016-11-29T20:17:11Z,0,Java,1936,false
runelite/runelite,https://github.com/runelite/runelite,3581,2016-04-30T20:48:02Z,0,Java,2149,false
tyrantgit/ExplosionField,https://github.com/tyrantgit/ExplosionField,3579,2015-09-23T11:34:50Z,0,Java,2370,false
apache/incubator-heron,https://github.com/apache/incubator-heron,3579,2015-09-25T16:09:24Z,56,Java,2368,false
Atmosphere/atmosphere,https://github.com/Atmosphere/atmosphere,3565,2010-06-30T14:26:23Z,0,Java,4281,false
dongjunkun/DropDownMenu,https://github.com/dongjunkun/DropDownMenu,3564,2015-06-23T07:43:56Z,2,Java,2462,false
mybatis/spring-boot-starter,https://github.com/mybatis/spring-boot-starter,3564,2015-09-25T13:05:15Z,23,Java,2368,false
kikoso/android-stackblur,https://github.com/kikoso/android-stackblur,3560,2013-08-15T14:44:32Z,0,Java,3139,false
androidx/androidx,https://github.com/androidx/androidx,3553,2020-04-17T19:17:41Z,0,Java,701,false
JSQLParser/JSqlParser,https://github.com/JSQLParser/JSqlParser,3552,2011-06-23T22:51:52Z,27,Java,3922,false
luontola/retrolambda,https://github.com/luontola/retrolambda,3547,2013-07-20T07:25:22Z,0,Java,3165,false
lsjwzh/RecyclerViewPager,https://github.com/lsjwzh/RecyclerViewPager,3547,2015-01-17T18:30:34Z,10,Java,2618,false
CameraKit/blurkit-android,https://github.com/CameraKit/blurkit-android,3537,2016-11-06T03:14:58Z,3,Java,1960,false
arimorty/floatingsearchview,https://github.com/arimorty/floatingsearchview,3536,2015-11-22T02:38:32Z,0,Java,2310,false
sofastack/sofa-rpc,https://github.com/sofastack/sofa-rpc,3532,2018-04-09T03:32:04Z,44,Java,1441,false
981011512/--,https://github.com/981011512/--,3532,2020-06-18T22:47:21Z,0,Java,639,false
baoyongzhang/SwipeMenuListView,https://github.com/baoyongzhang/SwipeMenuListView,3530,2014-08-24T15:40:45Z,2,Java,2765,false
stfalcon-studio/ChatKit,https://github.com/stfalcon-studio/ChatKit,3528,2017-02-02T09:37:15Z,1,Java,1872,false
LandGrey/SpringBootVulExploit,https://github.com/LandGrey/SpringBootVulExploit,3520,2020-05-20T09:18:44Z,0,Java,669,false
oracle/opengrok,https://github.com/oracle/opengrok,3517,2013-01-07T11:49:18Z,197,Java,3359,false
apache/dubbo-admin,https://github.com/apache/dubbo-admin,3517,2018-01-11T05:30:17Z,4,Java,1529,false
Fuzion24/JustTrustMe,https://github.com/Fuzion24/JustTrustMe,3512,2014-07-24T23:45:05Z,1,Java,2795,false
rovo89/XposedInstaller,https://github.com/rovo89/XposedInstaller,3508,2012-04-02T20:33:05Z,0,Java,3638,false
JakeWharton/ThreeTenABP,https://github.com/JakeWharton/ThreeTenABP,3499,2015-07-03T17:35:09Z,0,Java,2451,false
RedSpider1/concurrent,https://github.com/RedSpider1/concurrent,3494,2018-11-03T13:49:36Z,0,Java,1233,false
linyiqun/DataMiningAlgorithm,https://github.com/linyiqun/DataMiningAlgorithm,3493,2015-01-11T02:50:28Z,0,Java,2625,false
line/armeria,https://github.com/line/armeria,3492,2015-11-16T04:04:01Z,198,Java,2316,false
codeestX/GeekNews,https://github.com/codeestX/GeekNews,3492,2016-08-07T14:56:56Z,0,Java,2051,false
davideas/FlexibleAdapter,https://github.com/davideas/FlexibleAdapter,3490,2015-05-02T22:00:43Z,30,Java,2513,false
Ereza/CustomActivityOnCrash,https://github.com/Ereza/CustomActivityOnCrash,3490,2014-07-04T19:46:21Z,11,Java,2815,false
mpusher/mpush,https://github.com/mpusher/mpush,3488,2016-04-28T01:43:19Z,9,Java,2152,false
andOTP/andOTP,https://github.com/andOTP/andOTP,3487,2017-07-05T11:39:52Z,38,Java,1719,false
Exrick/xboot,https://github.com/Exrick/xboot,3480,2018-04-23T14:44:18Z,6,Java,1427,false
google/rejoiner,https://github.com/google/rejoiner,3480,2017-12-06T19:09:53Z,3,Java,1564,false
xcc3641/SeeWeather,https://github.com/xcc3641/SeeWeather,3473,2016-02-20T13:10:14Z,2,Java,2220,false
openhab/openhab1-addons,https://github.com/openhab/openhab1-addons,3470,2013-09-20T20:28:43Z,14,Java,3102,false
bilibili/MagicaSakura,https://github.com/bilibili/MagicaSakura,3469,2016-06-23T07:54:59Z,3,Java,2096,false
dropbox/hackpad,https://github.com/dropbox/hackpad,3468,2015-08-14T02:32:17Z,0,Java,2410,false
obsidiandynamics/kafdrop,https://github.com/obsidiandynamics/kafdrop,3463,2019-05-27T08:46:56Z,43,Java,1028,false
andremion/Music-Player,https://github.com/andremion/Music-Player,3463,2016-05-06T21:55:37Z,2,Java,2143,false
traccar/traccar,https://github.com/traccar/traccar,3456,2012-04-16T08:33:49Z,35,Java,3625,false
jboss-javassist/javassist,https://github.com/jboss-javassist/javassist,3445,2013-05-24T08:31:32Z,18,Java,3222,false
guolindev/giffun,https://github.com/guolindev/giffun,3440,2019-01-28T05:11:00Z,0,Java,1147,false
remkop/picocli,https://github.com/remkop/picocli,3436,2017-02-01T16:38:41Z,78,Java,1872,false
knowm/XChange,https://github.com/knowm/XChange,3430,2012-02-02T10:48:28Z,0,Java,3699,false
mik3y/usb-serial-for-android,https://github.com/mik3y/usb-serial-for-android,3426,2013-06-30T23:17:45Z,21,Java,3184,false
zlt2000/microservices-platform,https://github.com/zlt2000/microservices-platform,3426,2019-03-07T07:13:37Z,25,Java,1109,false
spring-cloud/spring-cloud-gateway,https://github.com/spring-cloud/spring-cloud-gateway,3423,2016-11-16T21:42:51Z,0,Java,1949,false
avast/android-butterknife-zelezny,https://github.com/avast/android-butterknife-zelezny,3421,2013-12-23T14:24:08Z,8,Java,3009,false
ethanhua/Skeleton,https://github.com/ethanhua/Skeleton,3413,2017-07-30T06:42:39Z,0,Java,1694,false
yigit/android-priority-jobqueue,https://github.com/yigit/android-priority-jobqueue,3411,2014-06-20T00:12:45Z,0,Java,2830,false
mcxtzhang/SwipeDelMenuLayout,https://github.com/mcxtzhang/SwipeDelMenuLayout,3402,2016-08-25T08:10:45Z,2,Java,2033,false
WVector/AppUpdate,https://github.com/WVector/AppUpdate,3397,2017-06-19T09:38:42Z,3,Java,1735,false
promeG/TinyPinyin,https://github.com/promeG/TinyPinyin,3392,2015-09-30T03:24:50Z,2,Java,2363,false
crossoverJie/SSM,https://github.com/crossoverJie/SSM,3389,2016-06-21T10:09:02Z,10,Java,2098,false
PowerJob/PowerJob,https://github.com/PowerJob/PowerJob,3389,2020-03-16T09:19:55Z,32,Java,734,false
networknt/light-4j,https://github.com/networknt/light-4j,3388,2016-09-09T22:28:14Z,145,Java,2017,false
stylefeng/Guns,https://github.com/stylefeng/Guns,3383,2017-07-06T05:19:54Z,0,Java,1718,false
DiUS/java-faker,https://github.com/DiUS/java-faker,3380,2011-06-06T01:01:21Z,0,Java,3940,false
linkedin/databus,https://github.com/linkedin/databus,3376,2012-12-17T17:49:17Z,0,Java,3379,false
lisawray/groupie,https://github.com/lisawray/groupie,3372,2016-09-01T20:59:35Z,27,Java,2025,false
NotFound9/interviewGuide,https://github.com/NotFound9/interviewGuide,3369,2016-04-20T07:17:09Z,0,Java,2160,false
ivacf/archi,https://github.com/ivacf/archi,3368,2015-09-11T16:13:34Z,0,Java,2382,false
spring-projects/spring-authorization-server,https://github.com/spring-projects/spring-authorization-server,3364,2020-03-17T17:28:57Z,9,Java,732,false
alamkanak/Android-Week-View,https://github.com/alamkanak/Android-Week-View,3359,2014-09-17T10:07:12Z,4,Java,2741,false
googlemaps/android-maps-utils,https://github.com/googlemaps/android-maps-utils,3357,2013-05-17T00:08:48Z,24,Java,3229,false
liuyubobobo/Play-with-Algorithms,https://github.com/liuyubobobo/Play-with-Algorithms,3355,2016-07-05T18:16:22Z,0,Java,2083,false
code4craft/netty-learning,https://github.com/code4craft/netty-learning,3354,2013-09-19T02:24:25Z,0,Java,3104,false
supertokens/supertokens-core,https://github.com/supertokens/supertokens-core,3340,2020-01-05T13:30:52Z,0,Java,805,false
google/data-transfer-project,https://github.com/google/data-transfer-project,3329,2018-01-04T21:27:57Z,43,Java,1535,false
CaffeineMC/sodium-fabric,https://github.com/CaffeineMC/sodium-fabric,3326,2020-02-01T03:04:09Z,11,Java,778,false
eclipse/jetty.project,https://github.com/eclipse/jetty.project,3318,2011-07-14T01:11:57Z,38,Java,3902,false
actorapp/actor-platform,https://github.com/actorapp/actor-platform,3317,2015-06-21T00:29:57Z,97,Java,2464,false
abel533/MyBatis-Spring-Boot,https://github.com/abel533/MyBatis-Spring-Boot,3316,2015-12-19T09:57:22Z,0,Java,2283,false
sherxon/AlgoDS,https://github.com/sherxon/AlgoDS,3313,2016-12-16T17:01:22Z,0,Java,1919,false
crate/crate,https://github.com/crate/crate,3313,2013-04-10T09:17:16Z,39,Java,3266,false
shekhargulati/99-problems,https://github.com/shekhargulati/99-problems,3312,2015-11-22T05:56:33Z,0,Java,2310,false
JeremyLiao/LiveEventBus,https://github.com/JeremyLiao/LiveEventBus,3310,2018-07-11T07:36:59Z,0,Java,1348,false
wendux/DSBridge-Android,https://github.com/wendux/DSBridge-Android,3306,2017-01-02T11:58:53Z,2,Java,1903,false
MovingBlocks/Terasology,https://github.com/MovingBlocks/Terasology,3306,2011-03-04T03:49:19Z,66,Java,4034,false
micrometer-metrics/micrometer,https://github.com/micrometer-metrics/micrometer,3303,2017-04-10T21:36:51Z,141,Java,1804,false
qunarcorp/bistoury,https://github.com/qunarcorp/bistoury,3303,2019-08-01T07:54:25Z,8,Java,962,false
GitLqr/LQRWeChat,https://github.com/GitLqr/LQRWeChat,3292,2017-02-07T06:32:40Z,0,Java,1867,false
luojilab/DDComponentForAndroid,https://github.com/luojilab/DDComponentForAndroid,3291,2017-09-07T05:48:44Z,4,Java,1655,false
iammert/ScalingLayout,https://github.com/iammert/ScalingLayout,3290,2017-10-01T12:28:34Z,4,Java,1631,false
rubensousa/PreviewSeekBar,https://github.com/rubensousa/PreviewSeekBar,3285,2017-01-24T23:52:44Z,7,Java,1880,false
alibaba/jetcache,https://github.com/alibaba/jetcache,3285,2017-04-12T07:48:23Z,49,Java,1803,false
JavaNoober/BackgroundLibrary,https://github.com/JavaNoober/BackgroundLibrary,3278,2018-09-09T08:52:45Z,10,Java,1288,false
ittianyu/BottomNavigationViewEx,https://github.com/ittianyu/BottomNavigationViewEx,3276,2016-11-12T08:39:38Z,19,Java,1954,false
baomidou/dynamic-datasource-spring-boot-starter,https://github.com/baomidou/dynamic-datasource-spring-boot-starter,3275,2018-04-28T02:32:16Z,8,Java,1422,false
CheckChe0803/flink-recommandSystem-demo,https://github.com/CheckChe0803/flink-recommandSystem-demo,3275,2019-05-15T07:55:35Z,0,Java,1040,false
apache/kylin,https://github.com/apache/kylin,3272,2015-01-03T08:00:05Z,0,Java,2633,false
hmkcode/Android,https://github.com/hmkcode/Android,3269,2013-09-02T16:12:28Z,0,Java,3121,false
kevinsawicki/http-request,https://github.com/kevinsawicki/http-request,3255,2011-10-21T19:54:58Z,0,Java,3802,false
vert-x3/vertx-examples,https://github.com/vert-x3/vertx-examples,3243,2015-02-24T17:42:44Z,0,Java,2580,false
tangqi92/Android-Tips,https://github.com/tangqi92/Android-Tips,3237,2015-09-10T09:01:47Z,0,Java,2383,false
uber/AutoDispose,https://github.com/uber/AutoDispose,3233,2016-12-22T18:46:11Z,2,Java,1913,false
bluelinelabs/LoganSquare,https://github.com/bluelinelabs/LoganSquare,3233,2015-02-17T03:24:12Z,0,Java,2588,false
java-aodeng/hope-boot,https://github.com/java-aodeng/hope-boot,3228,2018-10-17T07:50:48Z,2,Java,1250,false
ragunathjawahar/android-saripaar,https://github.com/ragunathjawahar/android-saripaar,3226,2012-09-08T11:52:30Z,3,Java,3480,false
bauerca/drag-sort-listview,https://github.com/bauerca/drag-sort-listview,3218,2012-06-01T06:32:13Z,0,Java,3579,false
UnevenSoftware/LeafPic,https://github.com/UnevenSoftware/LeafPic,3217,2016-01-07T17:24:12Z,7,Java,2263,false
h2database/h2database,https://github.com/h2database/h2database,3214,2015-04-10T19:09:09Z,16,Java,2535,false
fishercoder1534/Leetcode,https://github.com/fishercoder1534/Leetcode,3211,2016-07-31T05:28:15Z,0,Java,2058,false
alibaba/QLExpress,https://github.com/alibaba/QLExpress,3208,2017-03-15T08:39:54Z,0,Java,1831,false
zendesk/maxwell,https://github.com/zendesk/maxwell,3207,2015-02-09T22:06:13Z,186,Java,2595,false
jbloch/effective-java-3e-source-code,https://github.com/jbloch/effective-java-3e-source-code,3207,2018-08-03T20:48:35Z,0,Java,1324,false
bilibili/boxing,https://github.com/bilibili/boxing,3204,2017-01-22T07:04:34Z,1,Java,1883,false
getActivity/XXPermissions,https://github.com/getActivity/XXPermissions,3201,2018-06-15T14:31:29Z,46,Java,1374,false
fyhertz/libstreaming,https://github.com/fyhertz/libstreaming,3200,2013-01-30T21:24:47Z,0,Java,3335,false
chrisbanes/ActionBar-PullToRefresh,https://github.com/chrisbanes/ActionBar-PullToRefresh,3193,2013-06-04T14:44:53Z,0,Java,3211,false
daimajia/AndroidViewHover,https://github.com/daimajia/AndroidViewHover,3193,2014-08-08T12:04:43Z,4,Java,2781,false
chenBingX/SuperTextView,https://github.com/chenBingX/SuperTextView,3186,2017-04-17T11:32:41Z,33,Java,1798,false
yangfuhai/afinal,https://github.com/yangfuhai/afinal,3185,2012-10-17T08:10:00Z,0,Java,3441,false
pengjianbo/GalleryFinal,https://github.com/pengjianbo/GalleryFinal,3177,2015-09-21T07:01:17Z,4,Java,2372,false
apache/incubator-seatunnel,https://github.com/apache/incubator-seatunnel,3176,2017-08-05T09:14:47Z,34,Java,1688,false
google/volley,https://github.com/google/volley,3169,2017-01-24T17:39:33Z,9,Java,1880,false
zzz40500/GsonFormat,https://github.com/zzz40500/GsonFormat,3166,2014-10-31T14:16:39Z,4,Java,2697,false
BelooS/ChipsLayoutManager,https://github.com/BelooS/ChipsLayoutManager,3163,2016-08-03T19:23:43Z,11,Java,2054,false
eishay/jvm-serializers,https://github.com/eishay/jvm-serializers,3160,2010-04-25T03:12:00Z,0,Java,4347,false
facebookarchive/network-connection-class,https://github.com/facebookarchive/network-connection-class,3156,2015-03-18T02:16:43Z,2,Java,2559,false
KingJA/LoadSir,https://github.com/KingJA/LoadSir,3155,2017-09-02T08:32:15Z,6,Java,1660,false
jacoco/jacoco,https://github.com/jacoco/jacoco,3154,2012-07-08T21:45:13Z,43,Java,3541,false
amulyakhare/TextDrawable,https://github.com/amulyakhare/TextDrawable,3153,2014-10-19T09:56:45Z,0,Java,2709,false
jfinal/jfinal,https://github.com/jfinal/jfinal,3147,2012-04-25T08:48:48Z,0,Java,3616,false
huburt-Hu/NewbieGuide,https://github.com/huburt-Hu/NewbieGuide,3147,2017-07-28T06:54:05Z,20,Java,1696,false
eleme/UETool,https://github.com/eleme/UETool,3144,2018-05-16T08:13:17Z,9,Java,1404,false
hitherejoe/animate,https://github.com/hitherejoe/animate,3141,2015-11-16T15:06:22Z,0,Java,2316,false
alibaba/cobar,https://github.com/alibaba/cobar,3138,2014-01-15T11:20:09Z,1,Java,2986,false
spockframework/spock,https://github.com/spockframework/spock,3127,2010-12-12T19:02:34Z,16,Java,4115,false
airbnb/native-navigation,https://github.com/airbnb/native-navigation,3125,2016-09-16T17:16:56Z,0,Java,2010,false
nicolasgramlich/AndEngine,https://github.com/nicolasgramlich/AndEngine,3124,2011-11-22T14:20:11Z,0,Java,3771,false
Skykai521/StickerCamera,https://github.com/Skykai521/StickerCamera,3121,2015-07-05T14:12:43Z,0,Java,2450,false
anggrayudi/android-hidden-api,https://github.com/anggrayudi/android-hidden-api,3118,2015-09-16T11:58:33Z,1,Java,2377,false
WritingMinds/ffmpeg-android-java,https://github.com/WritingMinds/ffmpeg-android-java,3118,2014-09-11T10:12:09Z,8,Java,2747,false
danylovolokh/VideoPlayerManager,https://github.com/danylovolokh/VideoPlayerManager,3105,2015-07-09T21:32:15Z,0,Java,2445,false
pig-mesh/pig,https://github.com/pig-mesh/pig,3102,2019-08-26T03:24:53Z,16,Java,937,false
yipianfengye/android-adDialog,https://github.com/yipianfengye/android-adDialog,3101,2016-08-02T08:00:57Z,0,Java,2056,false
undertow-io/undertow,https://github.com/undertow-io/undertow,3097,2012-07-19T00:52:44Z,0,Java,3531,false
GeyserMC/Geyser,https://github.com/GeyserMC/Geyser,3091,2019-07-08T17:23:17Z,0,Java,985,false
hongyangAndroid/Highlight,https://github.com/hongyangAndroid/Highlight,3090,2015-10-08T15:03:40Z,0,Java,2355,false
requery/requery,https://github.com/requery/requery,3088,2015-11-14T00:45:31Z,43,Java,2318,false
uber/NullAway,https://github.com/uber/NullAway,3086,2017-09-01T17:35:57Z,0,Java,1660,false
crazyandcoder/citypicker,https://github.com/crazyandcoder/citypicker,3083,2016-05-12T01:21:33Z,4,Java,2138,false
woxingxiao/BubbleSeekBar,https://github.com/woxingxiao/BubbleSeekBar,3082,2016-11-03T14:31:05Z,12,Java,1963,false
immutables/immutables,https://github.com/immutables/immutables,3076,2013-07-07T13:48:23Z,6,Java,3178,false
guoguibing/librec,https://github.com/guoguibing/librec,3075,2014-01-09T16:06:11Z,3,Java,2992,false
dariuszseweryn/RxAndroidBle,https://github.com/dariuszseweryn/RxAndroidBle,3074,2016-02-04T13:42:02Z,47,Java,2236,false
pppscn/SmsForwarder,https://github.com/pppscn/SmsForwarder,3072,2021-02-10T02:23:07Z,18,Java,403,false
gabrielemariotti/RecyclerViewItemAnimators,https://github.com/gabrielemariotti/RecyclerViewItemAnimators,3071,2014-08-22T00:24:43Z,0,Java,2767,false
liquibase/liquibase,https://github.com/liquibase/liquibase,3070,2011-07-08T20:08:20Z,67,Java,3907,false
jindrapetrik/jpexs-decompiler,https://github.com/jindrapetrik/jpexs-decompiler,3066,2014-05-10T17:20:56Z,120,Java,2870,false
KunMinX/Linkage-RecyclerView,https://github.com/KunMinX/Linkage-RecyclerView,3059,2019-04-22T04:39:46Z,0,Java,1063,false
lenve/JavaEETest,https://github.com/lenve/JavaEETest,3058,2016-12-13T02:13:58Z,0,Java,1923,false
trojan-gfw/igniter,https://github.com/trojan-gfw/igniter,3056,2018-11-08T22:19:03Z,33,Java,1227,false
oshi/oshi,https://github.com/oshi/oshi,3055,2012-02-10T12:46:48Z,130,Java,3691,false
beemdevelopment/Aegis,https://github.com/beemdevelopment/Aegis,3054,2016-08-15T19:10:31Z,44,Java,2042,false
jagrosh/MusicBot,https://github.com/jagrosh/MusicBot,3053,2016-08-14T18:46:29Z,31,Java,2043,false
apache/nifi,https://github.com/apache/nifi,3052,2014-12-12T08:00:05Z,0,Java,2655,false
Red5/red5-server,https://github.com/Red5/red5-server,3052,2013-11-19T05:04:10Z,48,Java,3043,false
osmandapp/OsmAnd,https://github.com/osmandapp/OsmAnd,3051,2011-01-15T19:59:44Z,1,Java,4081,false
PhilippC/keepass2android,https://github.com/PhilippC/keepass2android,3049,2017-09-20T18:42:02Z,19,Java,1641,false
keyboardsurfer/Crouton,https://github.com/keyboardsurfer/Crouton,3047,2012-08-03T11:04:36Z,8,Java,3516,false
android-notes/Cockroach,https://github.com/android-notes/Cockroach,3045,2017-02-14T03:43:51Z,1,Java,1860,false
sofastack/sofa-jarslink,https://github.com/sofastack/sofa-jarslink,3045,2018-02-02T06:02:09Z,2,Java,1507,false
aragozin/jvm-tools,https://github.com/aragozin/jvm-tools,3044,2012-04-28T09:28:32Z,0,Java,3613,false
zwwill/yanxuan-weex-demo,https://github.com/zwwill/yanxuan-weex-demo,3044,2017-09-05T11:48:42Z,0,Java,1657,false
alibaba/Alink,https://github.com/alibaba/Alink,3035,2018-09-30T06:36:11Z,13,Java,1267,false
jgilfelt/android-viewbadger,https://github.com/jgilfelt/android-viewbadger,3033,2011-09-27T22:50:57Z,0,Java,3826,false
strimzi/strimzi-kafka-operator,https://github.com/strimzi/strimzi-kafka-operator,3031,2016-05-06T08:52:33Z,95,Java,2144,false
vaticle/typedb,https://github.com/vaticle/typedb,3029,2016-07-11T23:59:57Z,80,Java,2077,false
react-native-share/react-native-share,https://github.com/react-native-share/react-native-share,3029,2015-09-30T02:27:34Z,75,Java,2363,false
zhou-you/RxEasyHttp,https://github.com/zhou-you/RxEasyHttp,3021,2017-06-07T09:33:47Z,0,Java,1747,false
apache/maven,https://github.com/apache/maven,3020,2009-05-21T03:22:03Z,2,Java,4686,false
Marswin/MarsDaemon,https://github.com/Marswin/MarsDaemon,3020,2015-12-25T03:21:41Z,0,Java,2277,false
xmuSistone/ViewpagerTransition,https://github.com/xmuSistone/ViewpagerTransition,3020,2016-09-19T05:38:45Z,1,Java,2008,false
VaughnVernon/IDDD_Samples,https://github.com/VaughnVernon/IDDD_Samples,3017,2013-04-08T22:12:57Z,0,Java,3267,false
jeecgboot/JimuReport,https://github.com/jeecgboot/JimuReport,3013,2019-12-05T12:25:59Z,1,Java,836,false
