nameWithOwner,url,stargazerCount,createdAt,releases,primaryLanguage,age,processed
apache/beam,https://github.com/apache/beam,5380,2016-02-02T08:00:06Z,20,Java,2238,false
evernote/android-job,https://github.com/evernote/android-job,5373,2015-08-20T19:36:54Z,31,Java,2403,false
amitshekhariitbhu/Fast-Android-Networking,https://github.com/amitshekhariitbhu/Fast-Android-Networking,5372,2016-03-21T18:35:44Z,8,Java,2189,false
changmingxie/tcc-transaction,https://github.com/changmingxie/tcc-transaction,5366,2015-12-05T04:27:53Z,4,Java,2297,false
evant/gradle-retrolambda,https://github.com/evant/gradle-retrolambda,5359,2013-08-05T02:09:58Z,37,Java,3149,false
hanks-zyh/HTextView,https://github.com/hanks-zyh/HTextView,5342,2015-12-19T16:34:59Z,0,Java,2282,false
dataease/dataease,https://github.com/dataease/dataease,5335,2021-02-02T04:10:21Z,24,Java,411,false
MinecraftForge/MinecraftForge,https://github.com/MinecraftForge/MinecraftForge,5332,2012-01-30T01:35:01Z,0,Java,3702,false
JesusFreke/smali,https://github.com/JesusFreke/smali,5327,2012-09-23T19:51:16Z,1,Java,3464,false
ja-netfilter/ja-netfilter,https://github.com/ja-netfilter/ja-netfilter,5311,2021-11-29T02:54:50Z,1,Java,111,false
XRecyclerView/XRecyclerView,https://github.com/XRecyclerView/XRecyclerView,5285,2015-11-18T08:14:22Z,0,Java,2314,false
lucasr/twoway-view,https://github.com/lucasr/twoway-view,5271,2013-01-18T20:55:23Z,0,Java,3347,false
commonsguy/cw-omnibus,https://github.com/commonsguy/cw-omnibus,5269,2012-03-12T14:12:06Z,36,Java,3660,false
apache/dubbo-spring-boot-project,https://github.com/apache/dubbo-spring-boot-project,5262,2018-01-18T12:10:50Z,13,Java,1522,false
micronaut-projects/micronaut-core,https://github.com/micronaut-projects/micronaut-core,5258,2018-03-07T12:05:08Z,118,Java,1474,false
yixia/VitamioBundle,https://github.com/yixia/VitamioBundle,5254,2012-10-19T08:40:49Z,0,Java,3439,false
Meituan-Dianping/Leaf,https://github.com/Meituan-Dianping/Leaf,5245,2018-12-11T07:41:35Z,0,Java,1195,false
scribejava/scribejava,https://github.com/scribejava/scribejava,5240,2010-09-05T19:11:40Z,7,Java,4213,false
yanzhenjie/SwipeRecyclerView,https://github.com/yanzhenjie/SwipeRecyclerView,5225,2016-08-03T15:43:34Z,0,Java,2055,false
Clans/FloatingActionButton,https://github.com/Clans/FloatingActionButton,5209,2015-03-21T12:36:16Z,14,Java,2556,false
square/otto,https://github.com/square/otto,5202,2012-06-27T19:06:49Z,0,Java,3552,false
h6ah4i/android-advancedrecyclerview,https://github.com/h6ah4i/android-advancedrecyclerview,5198,2015-01-24T16:14:39Z,1,Java,2612,false
Yalantis/Side-Menu.Android,https://github.com/Yalantis/Side-Menu.Android,5191,2015-01-13T11:11:27Z,2,Java,2623,false
wuhaoyu1990/MagicCamera,https://github.com/wuhaoyu1990/MagicCamera,5187,2016-01-08T11:36:56Z,0,Java,2263,false
Vedenin/useful-java-links,https://github.com/Vedenin/useful-java-links,5180,2016-02-13T13:14:52Z,0,Java,2227,false
thinkaurelius/titan,https://github.com/thinkaurelius/titan,5172,2012-02-25T22:53:53Z,0,Java,3675,false
xxv/android-lifecycle,https://github.com/xxv/android-lifecycle,5170,2014-04-18T14:26:22Z,0,Java,2893,false
LawnchairLauncher/lawnchair,https://github.com/LawnchairLauncher/lawnchair,5170,2017-03-03T13:12:58Z,34,Java,1843,false
motianhuo/wechat,https://github.com/motianhuo/wechat,5166,2015-05-25T02:33:37Z,0,Java,2491,false
CameraKit/camerakit-android,https://github.com/CameraKit/camerakit-android,5155,2016-11-27T19:29:43Z,17,Java,1938,false
KeepSafe/TapTargetView,https://github.com/KeepSafe/TapTargetView,5152,2016-09-11T09:07:36Z,23,Java,2016,false
datahub-project/datahub,https://github.com/datahub-project/datahub,5146,2015-11-18T05:47:40Z,49,Java,2314,false
wasabeef/Blurry,https://github.com/wasabeef/Blurry,5146,2015-07-23T14:12:08Z,0,Java,2432,false
crazycodeboy/react-native-splash-screen,https://github.com/crazycodeboy/react-native-splash-screen,5135,2016-09-14T10:43:55Z,12,Java,2013,false
Karumi/Dexter,https://github.com/Karumi/Dexter,5132,2015-11-17T13:14:43Z,33,Java,2315,false
yuliskov/SmartTubeNext,https://github.com/yuliskov/SmartTubeNext,5090,2020-07-28T12:53:52Z,65,Java,600,false
frohoff/ysoserial,https://github.com/frohoff/ysoserial,5089,2015-01-28T07:13:55Z,0,Java,2608,false
trinodb/trino,https://github.com/trinodb/trino,5083,2019-01-19T06:38:14Z,0,Java,1156,false
junit-team/junit5,https://github.com/junit-team/junit5,5070,2015-01-11T19:06:10Z,54,Java,2624,false
journeyapps/zxing-android-embedded,https://github.com/journeyapps/zxing-android-embedded,5047,2012-11-28T16:36:39Z,9,Java,3398,false
frogermcs/InstaMaterial,https://github.com/frogermcs/InstaMaterial,5036,2014-11-10T18:56:49Z,1,Java,2686,false
careercup/ctci,https://github.com/careercup/ctci,5031,2013-03-21T23:01:01Z,0,Java,3285,false
alibaba/UltraViewPager,https://github.com/alibaba/UltraViewPager,5030,2017-03-29T13:31:53Z,10,Java,1817,false
mapstruct/mapstruct,https://github.com/mapstruct/mapstruct,5025,2012-05-28T12:42:42Z,21,Java,3583,false
TommyLemon/Android-ZBLibrary,https://github.com/TommyLemon/Android-ZBLibrary,5021,2015-08-20T16:03:53Z,25,Java,2404,false
flowable/flowable-engine,https://github.com/flowable/flowable-engine,5019,2016-10-13T07:21:43Z,20,Java,1984,false
awsdocs/aws-doc-sdk-examples,https://github.com/awsdocs/aws-doc-sdk-examples,5013,2016-08-18T19:06:57Z,0,Java,2039,false
wequick/Small,https://github.com/wequick/Small,5011,2015-11-27T11:37:20Z,25,Java,2305,false
Trinea/android-common,https://github.com/Trinea/android-common,4996,2012-06-19T07:49:46Z,1,Java,3561,false
btraceio/btrace,https://github.com/btraceio/btrace,4990,2014-08-28T18:58:24Z,28,Java,2760,false
spring-attic/spring-mvc-showcase,https://github.com/spring-attic/spring-mvc-showcase,4987,2011-06-03T15:36:55Z,0,Java,3943,false
traex/RippleEffect,https://github.com/traex/RippleEffect,4963,2014-10-14T13:32:51Z,0,Java,2714,false
alibaba/transmittable-thread-local,https://github.com/alibaba/transmittable-thread-local,4960,2013-10-13T08:48:33Z,49,Java,3080,false
amitshekhariitbhu/RxJava2-Android-Samples,https://github.com/amitshekhariitbhu/RxJava2-Android-Samples,4955,2016-08-27T08:21:37Z,0,Java,2031,false
orhanobut/dialogplus,https://github.com/orhanobut/dialogplus,4953,2014-12-12T09:24:44Z,9,Java,2655,false
wiremock/wiremock,https://github.com/wiremock/wiremock,4940,2011-10-09T20:27:24Z,1,Java,3814,false
yipianfengye/android-zxingLibrary,https://github.com/yipianfengye/android-zxingLibrary,4915,2016-07-26T08:00:18Z,0,Java,2063,false
Devlight/NavigationTabBar,https://github.com/Devlight/NavigationTabBar,4913,2016-03-29T08:59:27Z,13,Java,2182,false
facebook/shimmer-android,https://github.com/facebook/shimmer-android,4911,2015-02-27T22:25:22Z,5,Java,2577,false
hibernate/hibernate-orm,https://github.com/hibernate/hibernate-orm,4894,2010-10-04T16:15:52Z,16,Java,4185,false
danikula/AndroidVideoCache,https://github.com/danikula/AndroidVideoCache,4892,2015-04-01T11:25:52Z,20,Java,2545,false
quartz-scheduler/quartz,https://github.com/quartz-scheduler/quartz,4892,2016-03-07T14:05:37Z,2,Java,2204,false
mybatis/generator,https://github.com/mybatis/generator,4891,2013-02-10T11:14:50Z,10,Java,3325,false
socketio/socket.io-client-java,https://github.com/socketio/socket.io-client-java,4882,2013-04-28T17:04:05Z,3,Java,3247,false
Ramotion/folding-cell-android,https://github.com/Ramotion/folding-cell-android,4870,2016-04-01T11:38:47Z,0,Java,2179,false
rubensousa/GravitySnapHelper,https://github.com/rubensousa/GravitySnapHelper,4860,2016-08-31T07:25:23Z,14,Java,2027,false
ffay/lanproxy,https://github.com/ffay/lanproxy,4858,2016-11-20T08:12:10Z,1,Java,1946,false
andkulikov/Transitions-Everywhere,https://github.com/andkulikov/Transitions-Everywhere,4855,2014-10-15T03:37:03Z,23,Java,2713,false
AriaLyy/Aria,https://github.com/AriaLyy/Aria,4843,2016-02-19T02:16:07Z,26,Java,2221,false
jOOQ/jOOQ,https://github.com/jOOQ/jOOQ,4834,2011-04-17T10:43:33Z,0,Java,3990,false
confluentinc/ksql,https://github.com/confluentinc/ksql,4829,2016-09-27T21:30:15Z,8,Java,1999,false
claritylab/lucida,https://github.com/claritylab/lucida,4826,2014-05-13T17:12:49Z,0,Java,2867,false
alibaba/jvm-sandbox,https://github.com/alibaba/jvm-sandbox,4808,2017-08-03T02:55:31Z,12,Java,1690,false
raphw/byte-buddy,https://github.com/raphw/byte-buddy,4796,2013-11-25T19:38:03Z,246,Java,3036,false
etsy/AndroidStaggeredGrid,https://github.com/etsy/AndroidStaggeredGrid,4790,2013-12-09T19:43:45Z,7,Java,3022,false
DingMouRen/LayoutManagerGroup,https://github.com/DingMouRen/LayoutManagerGroup,4784,2018-04-28T11:47:38Z,0,Java,1422,false
Nepxion/Discovery,https://github.com/Nepxion/Discovery,4769,2018-06-21T16:16:49Z,112,Java,1368,false
google/google-authenticator,https://github.com/google/google-authenticator,4768,2014-10-08T17:54:27Z,0,Java,2719,false
JodaOrg/joda-time,https://github.com/JodaOrg/joda-time,4764,2011-05-16T16:49:57Z,36,Java,3960,false
mcxiaoke/packer-ng-plugin,https://github.com/mcxiaoke/packer-ng-plugin,4754,2015-11-24T04:08:08Z,1,Java,2308,false
hazelcast/hazelcast,https://github.com/hazelcast/hazelcast,4752,2012-03-21T12:25:18Z,166,Java,3651,false
ankidroid/Anki-Android,https://github.com/ankidroid/Anki-Android,4744,2013-01-20T13:55:53Z,986,Java,3346,false
google/cameraview,https://github.com/google/cameraview,4737,2016-08-04T05:22:14Z,0,Java,2054,false
saiwu-bigkoo/Android-ConvenientBanner,https://github.com/saiwu-bigkoo/Android-ConvenientBanner,4730,2014-12-23T06:12:33Z,0,Java,2644,false
gabrielemariotti/cardslib,https://github.com/gabrielemariotti/cardslib,4720,2013-09-20T21:57:19Z,27,Java,3102,false
opensearch-project/OpenSearch,https://github.com/opensearch-project/OpenSearch,4717,2021-01-29T22:10:00Z,12,Java,414,false
pardom-zz/ActiveAndroid,https://github.com/pardom-zz/ActiveAndroid,4716,2012-11-15T18:10:45Z,0,Java,3411,false
huangyanbin/smartTable,https://github.com/huangyanbin/smartTable,4708,2017-11-08T01:11:14Z,44,Java,1593,false
vavr-io/vavr,https://github.com/vavr-io/vavr,4706,2014-01-30T14:07:25Z,17,Java,2971,false
getActivity/AndroidProject,https://github.com/getActivity/AndroidProject,4691,2018-10-23T10:30:55Z,17,Java,1244,false
razerdp/BasePopup,https://github.com/razerdp/BasePopup,4682,2016-01-15T03:31:07Z,15,Java,2256,false
hongyangAndroid/baseAdapter,https://github.com/hongyangAndroid/baseAdapter,4668,2015-08-03T02:55:51Z,0,Java,2421,false
gephi/gephi,https://github.com/gephi/gephi,4664,2011-10-22T03:14:46Z,13,Java,3802,false
wdullaer/MaterialDateTimePicker,https://github.com/wdullaer/MaterialDateTimePicker,4644,2015-01-03T19:41:03Z,54,Java,2632,false
youlookwhat/CloudReader,https://github.com/youlookwhat/CloudReader,4642,2016-11-20T11:59:25Z,25,Java,1946,false
square/sqlbrite,https://github.com/square/sqlbrite,4636,2015-02-19T04:38:37Z,9,Java,2586,false
OpenTSDB/opentsdb,https://github.com/OpenTSDB/opentsdb,4620,2010-08-27T02:05:20Z,26,Java,4223,false
auth0/java-jwt,https://github.com/auth0/java-jwt,4620,2014-03-07T15:06:11Z,32,Java,2935,false
macrozheng/springcloud-learning,https://github.com/macrozheng/springcloud-learning,4618,2019-09-07T02:36:16Z,0,Java,925,false
microg/GmsCore,https://github.com/microg/GmsCore,4605,2014-04-23T19:28:47Z,26,Java,2887,false
zhaojun1998/zfile,https://github.com/zhaojun1998/zfile,4604,2019-08-19T13:57:56Z,39,Java,944,false
hustcc/JS-Sorting-Algorithm,https://github.com/hustcc/JS-Sorting-Algorithm,4604,2017-01-19T11:36:21Z,0,Java,1886,false
go-lang-plugin-org/go-lang-idea-plugin,https://github.com/go-lang-plugin-org/go-lang-idea-plugin,4601,2010-08-29T08:20:01Z,21,Java,4221,false
alipay/SoloPi,https://github.com/alipay/SoloPi,4594,2019-03-14T15:32:49Z,7,Java,1102,false
danielzeller/Depth-LIB-Android-,https://github.com/danielzeller/Depth-LIB-Android-,4586,2016-04-27T09:37:28Z,0,Java,2153,false
SplashCodes/JAViewer,https://github.com/SplashCodes/JAViewer,4576,2016-05-21T08:47:10Z,10,Java,2129,false
chentao0707/SimplifyReader,https://github.com/chentao0707/SimplifyReader,4576,2015-08-17T08:22:53Z,0,Java,2407,false
baidu/uid-generator,https://github.com/baidu/uid-generator,4567,2017-03-27T04:03:43Z,0,Java,1819,false
ElderDrivers/EdXposed,https://github.com/ElderDrivers/EdXposed,4558,2019-01-18T16:18:19Z,27,Java,1157,false
kyleduo/SwitchButton,https://github.com/kyleduo/SwitchButton,4558,2014-09-09T07:20:43Z,0,Java,2749,false
fuzhengwei/itstack-demo-design,https://github.com/fuzhengwei/itstack-demo-design,4555,2020-05-20T13:45:30Z,0,Java,669,false
jgilfelt/chuck,https://github.com/jgilfelt/chuck,4552,2017-02-07T23:51:39Z,5,Java,1866,false
lingochamp/okdownload,https://github.com/lingochamp/okdownload,4549,2017-12-17T08:21:22Z,8,Java,1554,false
spring-cloud/spring-cloud-netflix,https://github.com/spring-cloud/spring-cloud-netflix,4541,2014-07-11T15:46:12Z,2,Java,2809,false
techGay/v9porn,https://github.com/techGay/v9porn,4536,2018-04-12T14:32:04Z,9,Java,1438,false
Flipboard/bottomsheet,https://github.com/Flipboard/bottomsheet,4535,2015-04-23T17:37:32Z,10,Java,2522,false
spring-projects/spring-security-oauth,https://github.com/spring-projects/spring-security-oauth,4535,2011-07-26T18:08:49Z,0,Java,3889,false
romandanylyk/PageIndicatorView,https://github.com/romandanylyk/PageIndicatorView,4526,2016-08-20T19:25:32Z,14,Java,2037,false
JakeWharton/NineOldAndroids,https://github.com/JakeWharton/NineOldAndroids,4524,2011-12-08T19:46:37Z,0,Java,3754,false
jdamcd/android-crop,https://github.com/jdamcd/android-crop,4524,2014-03-13T10:24:43Z,6,Java,2929,false
nisrulz/android-tips-tricks,https://github.com/nisrulz/android-tips-tricks,4514,2016-08-25T20:27:33Z,0,Java,2032,false
sofastack/sofa-boot,https://github.com/sofastack/sofa-boot,4511,2018-04-02T08:28:14Z,50,Java,1448,false
pili-engineering/PLDroidPlayer,https://github.com/pili-engineering/PLDroidPlayer,4508,2015-06-02T04:41:29Z,41,Java,2483,false
zhanghai/Douya,https://github.com/zhanghai/Douya,4505,2016-02-01T13:44:19Z,11,Java,2239,false
Jasonchenlijian/FastBle,https://github.com/Jasonchenlijian/FastBle,4496,2016-08-23T02:06:33Z,9,Java,2035,false
lettuce-io/lettuce-core,https://github.com/lettuce-io/lettuce-core,4477,2014-05-10T13:08:46Z,99,Java,2871,false
jankotek/mapdb,https://github.com/jankotek/mapdb,4477,2012-08-17T15:28:54Z,0,Java,3502,false
apache/groovy,https://github.com/apache/groovy,4455,2015-04-16T07:00:05Z,0,Java,2530,false
square/android-times-square,https://github.com/square/android-times-square,4449,2013-01-30T20:28:27Z,0,Java,3335,false
alibaba/dexposed,https://github.com/alibaba/dexposed,4435,2015-06-30T02:59:16Z,0,Java,2455,false
HotBitmapGG/bilibili-android-client,https://github.com/HotBitmapGG/bilibili-android-client,4434,2016-06-01T04:36:01Z,1,Java,2118,false
castorflex/SmoothProgressBar,https://github.com/castorflex/SmoothProgressBar,4430,2013-11-27T20:32:16Z,9,Java,3034,false
orientechnologies/orientdb,https://github.com/orientechnologies/orientdb,4426,2012-12-09T20:33:47Z,180,Java,3387,false
apache/hbase,https://github.com/apache/hbase,4405,2014-05-23T07:00:07Z,19,Java,2858,false
puniverse/quasar,https://github.com/puniverse/quasar,4395,2013-03-27T14:51:24Z,18,Java,3280,false
spring-projects/spring-data-examples,https://github.com/spring-projects/spring-data-examples,4387,2014-01-30T15:42:43Z,0,Java,2971,false
google/google-java-format,https://github.com/google/google-java-format,4377,2015-05-11T20:38:28Z,17,Java,2504,false
JanusGraph/janusgraph,https://github.com/JanusGraph/janusgraph,4372,2016-12-26T13:26:29Z,20,Java,1910,false
MindorksOpenSource/android-mvp-architecture,https://github.com/MindorksOpenSource/android-mvp-architecture,4367,2017-01-27T08:39:06Z,0,Java,1878,false
firebase/FirebaseUI-Android,https://github.com/firebase/FirebaseUI-Android,4366,2015-07-09T17:31:09Z,63,Java,2445,false
deathmarine/Luyten,https://github.com/deathmarine/Luyten,4363,2013-07-11T10:57:28Z,17,Java,3174,false
mcxiaoke/android-volley,https://github.com/mcxiaoke/android-volley,4350,2013-05-21T05:35:26Z,0,Java,3225,false
reactive-streams/reactive-streams-jvm,https://github.com/reactive-streams/reactive-streams-jvm,4325,2014-02-28T13:16:15Z,0,Java,2942,false
2227324689/gpmall,https://github.com/2227324689/gpmall,4324,2019-07-18T14:09:22Z,0,Java,976,false
youtube/api-samples,https://github.com/youtube/api-samples,4316,2013-12-09T18:41:41Z,0,Java,3022,false
cglib/cglib,https://github.com/cglib/cglib,4313,2014-03-29T13:48:30Z,15,Java,2913,false
Ashok-Varma/BottomNavigation,https://github.com/Ashok-Varma/BottomNavigation,4308,2016-03-19T19:19:30Z,16,Java,2191,false
CodingDocs/springboot-guide,https://github.com/CodingDocs/springboot-guide,4304,2018-11-28T01:05:07Z,0,Java,1208,false
roncoo/roncoo-pay,https://github.com/roncoo/roncoo-pay,4291,2016-07-21T02:46:06Z,0,Java,2068,false
aporter/coursera-android,https://github.com/aporter/coursera-android,4289,2014-01-05T09:55:31Z,0,Java,2996,false
bingoogolapple/BGARefreshLayout-Android,https://github.com/bingoogolapple/BGARefreshLayout-Android,4272,2015-05-28T16:17:00Z,4,Java,2488,false
kiegroup/drools,https://github.com/kiegroup/drools,4272,2011-02-18T08:37:05Z,0,Java,4048,false
Tencent/GT,https://github.com/Tencent/GT,4264,2016-01-13T10:29:55Z,3,Java,2258,false
zuihou/lamp-cloud,https://github.com/zuihou/lamp-cloud,4262,2018-01-17T02:51:04Z,0,Java,1523,false
yasserg/crawler4j,https://github.com/yasserg/crawler4j,4245,2011-12-31T22:49:18Z,3,Java,3731,false
bitcoinj/bitcoinj,https://github.com/bitcoinj/bitcoinj,4244,2013-11-19T04:33:23Z,1,Java,3043,false
robinhood/ticker,https://github.com/robinhood/ticker,4240,2016-07-15T21:37:52Z,9,Java,2073,false
hansonwang99/Spring-Boot-In-Action,https://github.com/hansonwang99/Spring-Boot-In-Action,4231,2019-01-28T12:56:51Z,0,Java,1147,false
jeasonlzy/ImagePicker,https://github.com/jeasonlzy/ImagePicker,4228,2016-01-27T17:05:03Z,5,Java,2243,false
natario1/CameraView,https://github.com/natario1/CameraView,4226,2017-07-18T09:30:33Z,42,Java,1706,false
cabaletta/baritone,https://github.com/cabaletta/baritone,4221,2018-08-01T15:34:21Z,61,Java,1327,false
awangdev/LintCode,https://github.com/awangdev/LintCode,4213,2015-04-25T19:14:09Z,0,Java,2520,false
javagrowing/JGrowing,https://github.com/javagrowing/JGrowing,4211,2019-02-26T01:55:08Z,0,Java,1118,false
Netflix/ribbon,https://github.com/Netflix/ribbon,4199,2013-01-15T01:08:04Z,41,Java,3351,false
zhanglei-workspace/shopping-management-system,https://github.com/zhanglei-workspace/shopping-management-system,4189,2015-11-16T12:53:21Z,0,Java,2316,false
apache/hive,https://github.com/apache/hive,4184,2009-05-21T02:31:01Z,0,Java,4686,false
grantland/android-autofittextview,https://github.com/grantland/android-autofittextview,4178,2011-02-14T06:00:52Z,1,Java,4052,false
apache/camel,https://github.com/apache/camel,4178,2009-05-21T00:25:36Z,0,Java,4686,false
CellularPrivacy/Android-IMSI-Catcher-Detector,https://github.com/CellularPrivacy/Android-IMSI-Catcher-Detector,4164,2013-11-23T10:04:14Z,48,Java,3039,false
Meituan-Dianping/Robust,https://github.com/Meituan-Dianping/Robust,4162,2017-03-14T10:14:50Z,13,Java,1832,false
Genymobile/gnirehtet,https://github.com/Genymobile/gnirehtet,4156,2017-02-09T16:01:13Z,11,Java,1865,false
airbnb/DeepLinkDispatch,https://github.com/airbnb/DeepLinkDispatch,4145,2015-06-11T21:16:48Z,22,Java,2473,false
Jacksgong/JKeyboardPanelSwitch,https://github.com/Jacksgong/JKeyboardPanelSwitch,4126,2015-07-01T17:42:01Z,14,Java,2453,false
pedrovgs/AndroidWiFiADB,https://github.com/pedrovgs/AndroidWiFiADB,4124,2015-10-18T21:58:45Z,8,Java,2344,false
hugeterry/CoordinatorTabLayout,https://github.com/hugeterry/CoordinatorTabLayout,4118,2017-01-27T13:40:28Z,0,Java,1878,false
ZHENFENG13/spring-boot-projects,https://github.com/ZHENFENG13/spring-boot-projects,4114,2017-04-01T01:50:14Z,0,Java,1814,false
cjlin1/libsvm,https://github.com/cjlin1/libsvm,4111,2013-09-10T14:32:07Z,0,Java,3113,false
ChadCSong/ShineButton,https://github.com/ChadCSong/ShineButton,4111,2016-07-05T06:32:26Z,2,Java,2084,false
AntennaPod/AntennaPod,https://github.com/AntennaPod/AntennaPod,4108,2012-07-31T10:25:08Z,43,Java,3519,false
LSPosed/LSPosed,https://github.com/LSPosed/LSPosed,4104,2020-12-12T08:39:37Z,29,Java,463,false
codingapi/tx-lcn,https://github.com/codingapi/tx-lcn,4104,2017-11-11T03:34:34Z,14,Java,1590,false
javaparser/javaparser,https://github.com/javaparser/javaparser,4102,2011-10-30T14:03:44Z,32,Java,3794,false
apache/ignite,https://github.com/apache/ignite,4097,2015-02-19T08:00:05Z,0,Java,2586,false
Exrick/xpay,https://github.com/Exrick/xpay,4090,2017-12-12T16:11:19Z,0,Java,1559,false
apache/rocketmq-externals,https://github.com/apache/rocketmq-externals,4080,2017-03-14T07:00:06Z,0,Java,1832,false
android/views-widgets-samples,https://github.com/android/views-widgets-samples,4079,2019-09-06T21:39:12Z,0,Java,925,false
baoyachi/StepView,https://github.com/baoyachi/StepView,4077,2016-06-22T03:52:08Z,13,Java,2097,false
bingoogolapple/BGABanner-Android,https://github.com/bingoogolapple/BGABanner-Android,4076,2014-10-25T17:15:18Z,0,Java,2702,false
ronmamo/reflections,https://github.com/ronmamo/reflections,4061,2013-04-16T16:19:26Z,3,Java,3260,false
alibaba/Tangram-Android,https://github.com/alibaba/Tangram-Android,4055,2017-03-29T13:29:57Z,38,Java,1817,false
rubensousa/ViewPagerCards,https://github.com/rubensousa/ViewPagerCards,4051,2016-08-20T15:24:12Z,0,Java,2038,false
coobird/thumbnailator,https://github.com/coobird/thumbnailator,4043,2015-07-25T05:38:33Z,0,Java,2430,false
ThirtyDegreesRay/OpenHub,https://github.com/ThirtyDegreesRay/OpenHub,4038,2017-07-11T13:29:51Z,31,Java,1713,false
Yalantis/Phoenix,https://github.com/Yalantis/Phoenix,4037,2015-01-12T14:11:20Z,1,Java,2624,false
ongakuer/CircleIndicator,https://github.com/ongakuer/CircleIndicator,4031,2014-07-30T14:02:56Z,7,Java,2790,false
stleary/JSON-java,https://github.com/stleary/JSON-java,4028,2010-12-21T17:46:09Z,15,Java,4106,false
makovkastar/FloatingActionButton,https://github.com/makovkastar/FloatingActionButton,4025,2014-07-22T13:29:55Z,0,Java,2798,false
Netflix/conductor,https://github.com/Netflix/conductor,4025,2016-12-07T22:48:42Z,279,Java,1928,false
dinuscxj/LoadingDrawable,https://github.com/dinuscxj/LoadingDrawable,4022,2016-04-16T07:33:57Z,0,Java,2164,false
reactor/reactor-core,https://github.com/reactor/reactor-core,4021,2015-11-10T10:06:40Z,111,Java,2322,false
brianfrankcooper/YCSB,https://github.com/brianfrankcooper/YCSB,4018,2010-04-19T20:52:11Z,55,Java,4352,false
iNPUTmice/Conversations,https://github.com/iNPUTmice/Conversations,4016,2014-01-24T01:07:34Z,101,Java,2977,false
objectbox/objectbox-java,https://github.com/objectbox/objectbox-java,3994,2017-01-24T10:29:48Z,29,Java,1881,false
azkaban/azkaban,https://github.com/azkaban/azkaban,3990,2012-10-18T01:34:53Z,48,Java,3440,false
BoltsFramework/Bolts-Android,https://github.com/BoltsFramework/Bolts-Android,3986,2014-01-30T04:58:14Z,11,Java,2971,false
phishman3579/java-algorithms-implementation,https://github.com/phishman3579/java-algorithms-implementation,3980,2013-11-20T03:30:19Z,0,Java,3042,false
Heeexy/SpringBoot-Shiro-Vue,https://github.com/Heeexy/SpringBoot-Shiro-Vue,3971,2017-11-17T18:49:06Z,0,Java,1583,false
rengwuxian/RxJavaSamples,https://github.com/rengwuxian/RxJavaSamples,3969,2016-03-24T13:08:10Z,3,Java,2187,false
yhaolpz/FloatWindow,https://github.com/yhaolpz/FloatWindow,3968,2017-11-14T14:33:55Z,9,Java,1587,false
qstumn/BadgeView,https://github.com/qstumn/BadgeView,3966,2017-02-08T02:01:39Z,5,Java,1866,false
alibaba/jstorm,https://github.com/alibaba/jstorm,3942,2013-09-03T03:53:16Z,22,Java,3120,false
bjmashibing/InternetArchitect,https://github.com/bjmashibing/InternetArchitect,3940,2019-10-19T16:32:01Z,0,Java,882,false
chewiebug/GCViewer,https://github.com/chewiebug/GCViewer,3938,2011-10-23T09:01:04Z,5,Java,3801,false
lcodecorex/TwinklingRefreshLayout,https://github.com/lcodecorex/TwinklingRefreshLayout,3936,2016-03-02T12:11:56Z,0,Java,2209,false
brianway/java-learning,https://github.com/brianway/java-learning,3925,2016-02-09T05:20:58Z,0,Java,2231,false
Manabu-GT/ExpandableTextView,https://github.com/Manabu-GT/ExpandableTextView,3922,2014-05-17T19:40:15Z,4,Java,2863,false
CalebFenton/simplify,https://github.com/CalebFenton/simplify,3922,2014-01-16T05:14:02Z,9,Java,2985,false
JoanZapata/android-iconify,https://github.com/JoanZapata/android-iconify,3916,2013-06-12T11:42:01Z,0,Java,3203,false
meefik/linuxdeploy,https://github.com/meefik/linuxdeploy,3914,2012-08-21T04:49:14Z,37,Java,3498,false
citerus/dddsample-core,https://github.com/citerus/dddsample-core,3914,2015-01-31T23:21:37Z,0,Java,2604,false
bisq-network/bisq,https://github.com/bisq-network/bisq,3906,2014-03-12T09:42:29Z,120,Java,2930,false
Doikki/DKVideoPlayer,https://github.com/Doikki/DKVideoPlayer,3906,2017-04-11T01:33:38Z,30,Java,1804,false
xcltapestry/XCL-Charts,https://github.com/xcltapestry/XCL-Charts,3900,2014-06-09T15:44:50Z,0,Java,2841,false
luckybilly/CC,https://github.com/luckybilly/CC,3895,2017-11-23T16:26:33Z,0,Java,1578,false
JZ-Darkal/AndroidHttpCapture,https://github.com/JZ-Darkal/AndroidHttpCapture,3892,2016-10-15T19:48:00Z,1,Java,1981,false
rstudio/rstudio,https://github.com/rstudio/rstudio,3892,2010-12-07T19:10:25Z,0,Java,4120,false
dreamhead/moco,https://github.com/dreamhead/moco,3888,2012-10-18T09:09:51Z,0,Java,3440,false
oblac/jodd,https://github.com/oblac/jodd,3874,2012-09-07T20:26:48Z,37,Java,3480,false
aurelhubert/ahbottomnavigation,https://github.com/aurelhubert/ahbottomnavigation,3872,2016-03-17T12:17:56Z,14,Java,2194,false
jeremylong/DependencyCheck,https://github.com/jeremylong/DependencyCheck,3872,2012-09-03T20:43:30Z,27,Java,3484,false
Piasy/BigImageViewer,https://github.com/Piasy/BigImageViewer,3859,2016-11-06T09:55:02Z,0,Java,1960,false
apache/pinot,https://github.com/apache/pinot,3854,2014-05-19T23:27:48Z,15,Java,2861,false
