nameWithOwner,url,stargazerCount,createdAt,releases,primaryLanguage,age,processed,cbo,dit,lcom*,loc
Bearded-Hen/Android-Bootstrap,https://github.com/Bearded-Hen/Android-Bootstrap,7253,2013-11-01T15:36:17Z,5,Java,3063,true,6.962025316455696,1,0.46688136746835446,10389
cymcsg/UltimateRecyclerView,https://github.com/cymcsg/UltimateRecyclerView,7246,2015-01-28T02:27:45Z,9,Java,2610,true,5.214659685863874,1,Not processed.,16083
vipshop/vjtools,https://github.com/vipshop/vjtools,7245,2018-05-29T09:07:08Z,9,Java,1393,true,3.134564643799472,1,Not processed.,18382
pedant/sweet-alert-dialog,https://github.com/pedant/sweet-alert-dialog,7234,2014-10-19T09:24:09Z,2,Java,2711,true,4.375,1,Not processed.,943
zhoutaoo/SpringCloud,https://github.com/zhoutaoo/SpringCloud,7222,2017-07-23T14:28:08Z,0,Java,1703,true,6.502040816326531,1,Not processed.,2876
davemorrissey/subsampling-scale-image-view,https://github.com/davemorrissey/subsampling-scale-image-view,7216,2013-08-26T16:45:25Z,21,Java,3130,true,5.625,3,Not processed.,4262
koush/AndroidAsync,https://github.com/koush/AndroidAsync,7194,2012-08-24T07:27:04Z,0,Java,3497,true,3.613259668508287,1,Not processed.,18082
gedoor/MyBookshelf,https://github.com/gedoor/MyBookshelf,7190,2018-06-12T03:48:07Z,164,Java,1379,true,6.328849028400598,1,Not processed.,48371
apache/cassandra,https://github.com/apache/cassandra,7181,2009-05-21T02:10:09Z,0,Java,4688,true,6.383295651017423,1,Not processed.,447166
crazycodeboy/TakePhoto,https://github.com/crazycodeboy/TakePhoto,7178,2015-08-04T02:05:32Z,15,Java,2422,true,5.054545454545455,3,0.3413718227272727,2403
JakeWharton/ActionBarSherlock,https://github.com/JakeWharton/ActionBarSherlock,7153,2011-03-07T17:28:54Z,32,Java,4033,true,6.126463700234192,2,Not processed.,26463
leolin310148/ShortcutBadger,https://github.com/leolin310148/ShortcutBadger,7146,2013-11-15T12:51:52Z,0,Java,3049,true,5.290322580645161,1,Not processed.,885
geeeeeeeeek/WeChatLuckyMoney,https://github.com/geeeeeeeeek/WeChatLuckyMoney,7133,2015-09-30T16:11:20Z,20,Java,2365,true,5.380952380952381,2,0.25152869047619053,931
cryptomator/cryptomator,https://github.com/cryptomator/cryptomator,7100,2014-02-02T00:43:47Z,125,Java,2970,true,8.317507418397627,1,Not processed.,12967
ionic-team/capacitor,https://github.com/ionic-team/capacitor,7087,2017-11-18T21:38:09Z,75,Java,1584,true,5.840579710144928,2,0.33315557057971007,5392
barteksc/AndroidPdfViewer,https://github.com/barteksc/AndroidPdfViewer,7079,2016-06-02T20:21:21Z,0,Java,2118,true,4.947368421052632,1,Not processed.,3328
alibaba/otter,https://github.com/alibaba/otter,7071,2013-08-09T09:31:22Z,10,Java,3147,true,4.597683397683397,1,Not processed.,68112
java-native-access/jna,https://github.com/java-native-access/jna,7035,2011-04-29T13:30:29Z,0,Java,3980,true,4.518041237113402,3,Not processed.,104571
theonedev/onedev,https://github.com/theonedev/onedev,7005,2018-11-06T02:57:01Z,108,Java,1232,true,5.4633627739614,1,Not processed.,208502
metersphere/metersphere,https://github.com/metersphere/metersphere,6980,2020-02-03T02:06:12Z,136,Java,778,true,5.24132730015083,1,Not processed.,195242
google/android-classyshark,https://github.com/google/android-classyshark,6977,2015-10-12T13:40:48Z,17,Java,2353,true,3.169811320754717,1,Not processed.,8714
ogaclejapan/SmartTabLayout,https://github.com/ogaclejapan/SmartTabLayout,6968,2015-02-14T11:25:51Z,0,Java,2593,true,6.355555555555555,1,0.23139846544444442,1912
swagger-api/swagger-core,https://github.com/swagger-api/swagger-core,6949,2011-07-05T23:44:11Z,72,Java,3912,true,4.937810945273632,1,Not processed.,33970
alibaba/COLA,https://github.com/alibaba/COLA,6941,2018-02-06T13:46:27Z,4,Java,1505,true,3.9937888198757765,1,Not processed.,4752
Qihoo360/RePlugin,https://github.com/Qihoo360/RePlugin,6930,2017-06-08T09:39:09Z,17,Java,1748,true,5.144444444444445,1,Not processed.,29380
kevin-wayne/algs4,https://github.com/kevin-wayne/algs4,6920,2015-08-31T09:28:49Z,0,Java,2395,true,4.062730627306273,1,Not processed.,21504
goldze/MVVMHabit,https://github.com/goldze/MVVMHabit,6905,2017-07-21T10:38:40Z,3,Java,1705,true,3.58307210031348,3,Not processed.,9110
seven332/EhViewer,https://github.com/seven332/EhViewer,6890,2014-05-14T12:03:52Z,97,Java,2869,true,7.144758735440932,1,Not processed.,44372
hongyangAndroid/okhttputils,https://github.com/hongyangAndroid/okhttputils,6864,2015-08-17T14:53:29Z,0,Java,2409,true,3.7285714285714286,2,Not processed.,1961
uber/RIBs,https://github.com/uber/RIBs,6779,2017-10-03T18:18:50Z,4,Java,1631,true,4.611650485436893,1,Not processed.,3333
abel533/Mapper,https://github.com/abel533/Mapper,6773,2014-11-21T11:02:10Z,2,Java,2678,true,4.925058548009368,1,Not processed.,17449
json-path/JsonPath,https://github.com/json-path/JsonPath,6761,2011-01-24T13:19:19Z,8,Java,4075,true,4.675,1,Not processed.,16482
kekingcn/kkFileView,https://github.com/kekingcn/kkFileView,6754,2017-12-12T11:41:08Z,10,Java,1561,true,5.34453781512605,2,0.3587698739495799,10258
DroidPluginTeam/DroidPlugin,https://github.com/DroidPluginTeam/DroidPlugin,6710,2015-08-27T11:14:57Z,2,Java,2399,true,3.3027989821882953,3,Not processed.,22301
hongyangAndroid/AndroidAutoLayout,https://github.com/hongyangAndroid/AndroidAutoLayout,6694,2015-11-19T02:09:11Z,0,Java,2315,true,5.833333333333333,3,Not processed.,2370
naman14/Timber,https://github.com/naman14/Timber,6674,2015-06-12T16:43:55Z,5,Java,2475,true,5.399558498896247,1,Not processed.,21859
kunal-kushwaha/DSA-Bootcamp-Java,https://github.com/kunal-kushwaha/DSA-Bootcamp-Java,6674,2021-07-30T12:23:25Z,0,Java,235,true,1.0930232558139534,1,0.07106421846511626,4953
spring-projects/spring-security,https://github.com/spring-projects/spring-security,6664,2012-01-10T21:50:57Z,95,Java,3723,true,6.774772871328967,1,Not processed.,177442
NLPchina/elasticsearch-sql,https://github.com/NLPchina/elasticsearch-sql,6638,2014-08-24T14:26:31Z,189,Java,2767,true,9.120567375886525,3,Not processed.,18856
yuanguangxin/LeetCode,https://github.com/yuanguangxin/LeetCode,6636,2020-01-11T01:02:02Z,0,Java,801,true,1.2214285714285715,1,0.1735515923571429,3238
SonarSource/sonarqube,https://github.com/SonarSource/sonarqube,6618,2011-01-05T11:05:17Z,25,Java,4094,true,6.613869969040247,2,Not processed.,373196
Exrick/xmall,https://github.com/Exrick/xmall,6576,2017-07-28T01:49:49Z,0,Java,1698,true,4.310126582278481,1,Not processed.,45293
yanzhenjie/AndPermission,https://github.com/yanzhenjie/AndPermission,6552,2016-09-11T05:17:34Z,0,Java,2018,true,3.994047619047619,1,Not processed.,4486
k9mail/k-9,https://github.com/k9mail/k-9,6502,2011-02-04T02:40:00Z,126,Java,4064,true,4.979787234042553,1,Not processed.,55676
Angel-ML/angel,https://github.com/Angel-ML/angel,6497,2017-04-25T05:57:43Z,19,Java,1792,true,7.390163934426229,3,Not processed.,201496
wildfirechat/server,https://github.com/wildfirechat/server,6490,2019-01-23T15:21:28Z,64,Java,1154,true,6.813186813186813,1,Not processed.,138029
lenve/VBlog,https://github.com/lenve/VBlog,6476,2017-12-26T11:01:55Z,0,Java,1547,true,4.551724137931035,2,0.282994355862069,781
gyoogle/tech-interview-for-developer,https://github.com/gyoogle/tech-interview-for-developer,6473,2019-06-09T04:42:57Z,0,Java,1017,true,1.3076923076923077,1,0.14175824538461537,636
flyway/flyway,https://github.com/flyway/flyway,6442,2012-12-14T18:43:22Z,134,Java,3385,true,5.867203219315895,2,Not processed.,20848
debezium/debezium,https://github.com/debezium/debezium,6429,2016-01-22T20:17:05Z,0,Java,2250,true,6.902705515088449,1,Not processed.,137926
gocd/gocd,https://github.com/gocd/gocd,6392,2013-12-13T05:26:16Z,71,Java,3021,true,7.059708898445253,1,Not processed.,288960
google/closure-compiler,https://github.com/google/closure-compiler,6387,2014-04-16T15:30:36Z,0,Java,2897,true,6.56024531024531,2,Not processed.,301002
zendesk/android-floating-action-button,https://github.com/zendesk/android-floating-action-button,6359,2014-09-19T06:49:21Z,0,Java,2741,true,5.571428571428571,2,0.18435759047619046,1078
Meituan-Dianping/walle,https://github.com/Meituan-Dianping/walle,6358,2017-01-10T03:39:25Z,1,Java,1897,true,3.148936170212766,1,Not processed.,4633
apache/storm,https://github.com/apache/storm,6334,2013-11-05T08:00:14Z,0,Java,3059,true,5.280470775982446,2,Not processed.,375988
zo0r/react-native-push-notification,https://github.com/zo0r/react-native-push-notification,6315,2015-12-14T19:53:36Z,35,Java,2289,true,6.310344827586207,1,0.2403321,1884
TechEmpower/FrameworkBenchmarks,https://github.com/TechEmpower/FrameworkBenchmarks,6313,2013-03-22T17:33:54Z,15,Java,3287,true,4.786885245901639,1,Not processed.,14246
GrenderG/Toasty,https://github.com/GrenderG/Toasty,6308,2017-01-18T18:52:41Z,19,Java,1889,true,4.0625,1,0.10702456937499999,487
markzhai/AndroidPerformanceMonitor,https://github.com/markzhai/AndroidPerformanceMonitor,6307,2016-01-17T05:23:22Z,0,Java,2256,true,4.111111111111111,1,0.35142183777777775,2234
koush/ion,https://github.com/koush/ion,6305,2013-05-22T07:41:23Z,0,Java,3226,true,4.536332179930795,2,Not processed.,9443
vinc3m1/RoundedImageView,https://github.com/vinc3m1/RoundedImageView,6299,2013-02-22T01:17:37Z,19,Java,3315,true,8.4,1,0.234915296,1265
li-xiaojun/XPopup,https://github.com/li-xiaojun/XPopup,6274,2018-12-07T06:16:48Z,176,Java,1201,true,4.716723549488054,4,Not processed.,11818
NanoHttpd/nanohttpd,https://github.com/NanoHttpd/nanohttpd,6269,2012-08-10T21:52:42Z,3,Java,3510,true,4.340277777777778,2,0.20803212354166664,7106
ssssssss-team/spider-flow,https://github.com/ssssssss-team/spider-flow,6246,2020-03-27T11:07:15Z,2,Java,725,true,5.385093167701863,1,Not processed.,8740
Tencent/Shadow,https://github.com/Tencent/Shadow,6245,2019-06-13T10:50:27Z,3,Java,1013,true,4.273846153846153,1,Not processed.,21746
languagetool-org/languagetool,https://github.com/languagetool-org/languagetool,6189,2013-08-08T16:37:22Z,0,Java,3148,true,5.261329944938585,1,Not processed.,165072
processing/processing,https://github.com/processing/processing,6182,2013-01-24T21:17:22Z,48,Java,3343,true,3.675704989154013,1,Not processed.,110008
guardianproject/haven,https://github.com/guardianproject/haven,6173,2017-03-01T03:20:03Z,37,Java,1847,true,6.822784810126582,2,Not processed.,4561
zouzg/mybatis-generator-gui,https://github.com/zouzg/mybatis-generator-gui,6135,2016-05-08T22:39:39Z,16,Java,2143,true,7.17948717948718,1,0.4305159923076924,3047
rengwuxian/MaterialEditText,https://github.com/rengwuxian/MaterialEditText,6118,2014-10-30T10:07:23Z,19,Java,2700,true,5.653846153846154,1,0.12169507884615385,3385
NLPchina/ansj_seg,https://github.com/NLPchina/ansj_seg,6106,2012-09-05T05:56:24Z,3,Java,3485,true,6.268518518518518,1,0.25457304803240743,12021
smuyyh/BookReader,https://github.com/smuyyh/BookReader,6073,2016-08-03T05:17:27Z,0,Java,2057,true,4.785407725321888,1,Not processed.,30918
Graylog2/graylog2-server,https://github.com/Graylog2/graylog2-server,6064,2010-05-17T21:27:02Z,0,Java,4326,true,8.0041296716911,2,Not processed.,159335
react-native-video/react-native-video,https://github.com/react-native-video/react-native-video,6055,2015-03-31T05:08:38Z,6,Java,2548,true,7.325,1,0.327362177,3302
pedrovgs/EffectiveAndroidUI,https://github.com/pedrovgs/EffectiveAndroidUI,6046,2014-07-04T08:42:20Z,0,Java,2818,true,4.438356164383562,1,0.23542464616438355,1923
rey5137/material,https://github.com/rey5137/material,6046,2014-12-09T12:07:32Z,10,Java,2660,true,6.511475409836065,1,0.3093785597377049,27346
airbytehq/airbyte,https://github.com/airbytehq/airbyte,6036,2020-07-27T23:55:54Z,186,Java,602,true,7.638078902229846,2,Not processed.,76298
google/physical-web,https://github.com/google/physical-web,6036,2014-09-30T18:32:14Z,17,Java,2730,true,4.788461538461538,2,0.24706325884615388,7481
ArthurHub/Android-Image-Cropper,https://github.com/ArthurHub/Android-Image-Cropper,6034,2015-01-15T10:49:37Z,32,Java,2623,true,7.725,2,Not processed.,4655
apache/jmeter,https://github.com/apache/jmeter,5998,2010-05-26T23:38:07Z,0,Java,4317,true,5.292497069167643,1,Not processed.,127474
aa112901/remusic,https://github.com/aa112901/remusic,5986,2016-03-24T06:20:39Z,0,Java,2189,true,5.190532544378698,6,Not processed.,47786
apache/incubator-shenyu,https://github.com/apache/incubator-shenyu,5981,2018-07-11T08:17:45Z,5,Java,1350,true,5.964883846569422,1,Not processed.,67474
daimajia/NumberProgressBar,https://github.com/daimajia/NumberProgressBar,5977,2014-05-01T08:54:25Z,3,Java,2882,true,3.1666666666666665,2,0.2555944083333333,380
antoniolg/androidmvp,https://github.com/antoniolg/androidmvp,5962,2014-04-02T05:42:20Z,0,Java,2911,true,3.2857142857142856,2,0.18518519142857143,274
singwhatiwanna/dynamic-load-apk,https://github.com/singwhatiwanna/dynamic-load-apk,5961,2014-03-30T11:51:00Z,0,Java,2914,true,5.82258064516129,2,Not processed.,2620
react-native-svg/react-native-svg,https://github.com/react-native-svg/react-native-svg,5952,2016-01-17T14:29:21Z,76,Java,2256,true,6.983739837398374,5,Not processed.,7968
sohutv/cachecloud,https://github.com/sohutv/cachecloud,5936,2016-01-26T05:46:01Z,6,Java,2247,true,3.5962769051774286,1,Not processed.,80751
apache/tomcat,https://github.com/apache/tomcat,5928,2011-10-01T07:00:19Z,0,Java,3825,true,4.605640423031727,3,Not processed.,346364
AsyncHttpClient/async-http-client,https://github.com/AsyncHttpClient/async-http-client,5921,2011-03-07T13:41:46Z,0,Java,4033,true,5.858231707317073,3,Not processed.,32817
wyouflf/xUtils3,https://github.com/wyouflf/xUtils3,5917,2015-10-28T10:56:04Z,9,Java,2337,true,5.224770642201835,2,Not processed.,12561
google/error-prone,https://github.com/google/error-prone,5904,2014-08-21T23:26:50Z,17,Java,2769,true,5.797471554993679,2,Not processed.,110896
real-logic/aeron,https://github.com/real-logic/aeron,5903,2014-02-07T17:16:58Z,79,Java,2965,true,7.5832438238453275,1,Not processed.,84726
ityouknow/spring-cloud-examples,https://github.com/ityouknow/spring-cloud-examples,5880,2017-04-28T08:48:53Z,0,Java,1789,true,3.85,1,0.031944445,384
sshahine/JFoenix,https://github.com/sshahine/JFoenix,5816,2015-09-08T14:04:24Z,0,Java,2387,true,6.92,1,Not processed.,24546
springside/springside4,https://github.com/springside/springside4,5788,2012-02-23T08:39:03Z,3,Java,3680,true,3.165079365079365,1,Not processed.,12842
rest-assured/rest-assured,https://github.com/rest-assured/rest-assured,5771,2010-10-21T08:35:43Z,0,Java,4170,true,5.409836065573771,1,0.1720048256661699,26495
ximsfei/Android-skin-support,https://github.com/ximsfei/Android-skin-support,5771,2017-01-12T15:03:54Z,0,Java,1895,true,6.130541871921182,1,Not processed.,19723
prolificinteractive/material-calendarview,https://github.com/prolificinteractive/material-calendarview,5768,2015-02-09T22:31:56Z,22,Java,2597,true,6.454545454545454,3,0.2669574954545455,3658
rabbitmq/rabbitmq-tutorials,https://github.com/rabbitmq/rabbitmq-tutorials,5760,2010-09-21T11:41:26Z,0,Java,4200,true,4.930232558139535,1,0.11487775674418606,1357
bytedeco/javacv,https://github.com/bytedeco/javacv,5756,2014-04-21T13:50:26Z,8,Java,2892,true,6.104072398190045,1,Not processed.,26546
Nightonke/BoomMenu,https://github.com/Nightonke/BoomMenu,5755,2016-03-19T12:04:12Z,0,Java,2194,true,5.6347826086956525,2,Not processed.,7710
weibocom/motan,https://github.com/weibocom/motan,5754,2016-04-20T10:56:17Z,17,Java,2162,true,5.64343163538874,3,Not processed.,39119
karatelabs/karate,https://github.com/karatelabs/karate,5750,2017-02-07T15:59:17Z,43,Java,1869,true,5.893217893217893,1,Not processed.,39563
wasabeef/richeditor-android,https://github.com/wasabeef/richeditor-android,5744,2015-03-30T16:19:20Z,0,Java,2549,true,2.4186046511627906,1,0.022710755813953487,804
testcontainers/testcontainers-java,https://github.com/testcontainers/testcontainers-java,5737,2015-04-12T12:44:59Z,54,Java,2536,true,5.601515151515152,1,Not processed.,21197
Devlight/InfiniteCycleViewPager,https://github.com/Devlight/InfiniteCycleViewPager,5723,2016-08-22T08:04:39Z,2,Java,2038,true,5.048780487804878,2,Not processed.,3564
JakeWharton/u2020,https://github.com/JakeWharton/u2020,5721,2013-11-14T11:58:23Z,0,Java,3050,true,6.2164179104477615,1,Not processed.,4806
PaperMC/Paper,https://github.com/PaperMC/Paper,5706,2016-01-22T05:40:19Z,1,Java,2251,true,5.111111111111111,2,Not processed.,148
febsteam/FEBS-Shiro,https://github.com/febsteam/FEBS-Shiro,5688,2018-03-20T02:17:48Z,0,Java,1463,true,6.648809523809524,2,Not processed.,4562
YunaiV/onemall,https://github.com/YunaiV/onemall,5679,2019-05-02T16:06:49Z,0,Java,1055,true,5.892074198988196,1,Not processed.,17058
mrniko/netty-socketio,https://github.com/mrniko/netty-socketio,5673,2012-01-12T11:43:49Z,3,Java,3722,true,5,1,Not processed.,5529
twowaits/SDE-Interview-Questions,https://github.com/twowaits/SDE-Interview-Questions,5659,2017-10-25T11:08:52Z,1,Java,1609,true,0,1,0,5
JakeWharton/DiskLruCache,https://github.com/JakeWharton/DiskLruCache,5657,2012-01-05T00:36:34Z,0,Java,3729,true,3.25,1,0.4368797725,1937
daimajia/AndroidImageSlider,https://github.com/daimajia/AndroidImageSlider,5652,2014-06-02T06:04:17Z,5,Java,2850,true,4.063492063492063,2,Not processed.,3813
pentaho/pentaho-kettle,https://github.com/pentaho/pentaho-kettle,5644,2013-10-08T18:27:11Z,1,Java,3087,true,5.812443479833605,1,Not processed.,757084
nhaarman/ListViewAnimations,https://github.com/nhaarman/ListViewAnimations,5636,2013-03-19T11:59:23Z,14,Java,3290,true,6.474452554744525,1,Not processed.,5697
apache/zeppelin,https://github.com/apache/zeppelin,5615,2015-03-25T07:00:06Z,0,Java,2554,true,5.540843806104129,1,Not processed.,198283
wxiaoqi/Spring-Cloud-Platform,https://github.com/wxiaoqi/Spring-Cloud-Platform,5613,2017-05-25T10:35:26Z,3,Java,1762,true,4.790960451977401,1,Not processed.,6014
k0shk0sh/FastHub,https://github.com/k0shk0sh/FastHub,5602,2017-02-18T17:53:16Z,63,Java,1858,true,8.072805139186295,1,Not processed.,40321
lets-blade/blade,https://github.com/lets-blade/blade,5598,2015-06-10T03:35:49Z,9,Java,2477,true,4.711267605633803,1,Not processed.,14775
liyifeng1994/ssm,https://github.com/liyifeng1994/ssm,5592,2016-06-18T17:58:56Z,0,Java,2103,true,3.473684210526316,1,Not processed.,369
amlcurran/ShowcaseView,https://github.com/amlcurran/ShowcaseView,5577,2012-08-14T19:07:36Z,13,Java,3507,true,5.384615384615385,1,0.21402882276923077,2086
dmytrodanylyk/circular-progress-button,https://github.com/dmytrodanylyk/circular-progress-button,5569,2014-06-07T12:58:48Z,1,Java,2845,true,3.9743589743589745,1,0.12578248461538463,1429
yarolegovich/DiscreteScrollView,https://github.com/yarolegovich/DiscreteScrollView,5568,2017-03-03T23:38:54Z,2,Java,1844,true,4.228571428571429,1,0.15024168701904764,3698
lightbend/config,https://github.com/lightbend/config,5552,2011-12-06T08:02:29Z,0,Java,3759,true,5.475,3,Not processed.,13149
springfox/springfox,https://github.com/springfox/springfox,5550,2012-05-06T06:38:57Z,12,Java,3607,true,5.702464788732394,1,Not processed.,32115
hongyangAndroid/FlowLayout,https://github.com/hongyangAndroid/FlowLayout,5545,2015-08-28T09:32:31Z,0,Java,2398,true,4.323529411764706,2,0.18759426588235295,810
jpush/aurora-imui,https://github.com/jpush/aurora-imui,5540,2016-12-13T05:24:01Z,42,Java,1925,true,4.807017543859649,1,Not processed.,17789
Alluxio/alluxio,https://github.com/Alluxio/alluxio,5540,2012-12-21T17:43:46Z,53,Java,3378,true,6.733666862860506,1,Not processed.,202932
plantuml/plantuml,https://github.com/plantuml/plantuml,5538,2010-11-04T15:55:50Z,9,Java,4156,true,7.325167687372412,1,Not processed.,186269
MindorksOpenSource/from-java-to-kotlin,https://github.com/MindorksOpenSource/from-java-to-kotlin,5533,2017-05-21T11:56:27Z,0,Java,1766,true,0.5,1,0.125,37
h2pl/Java-Tutorial,https://github.com/h2pl/Java-Tutorial,5525,2018-05-01T15:57:21Z,0,Java,1421,true,0,1,0,8
emilsjolander/StickyListHeaders,https://github.com/emilsjolander/StickyListHeaders,5522,2012-03-11T18:29:18Z,16,Java,3663,true,4.813953488372093,1,Not processed.,2112
knightliao/disconf,https://github.com/knightliao/disconf,5513,2014-05-30T09:39:27Z,12,Java,2853,true,4.437647058823529,1,Not processed.,14009
google/grafika,https://github.com/google/grafika,5507,2013-12-19T18:36:53Z,1,Java,3015,true,6.407766990291262,2,0.4490530070873787,10035
alibaba/freeline,https://github.com/alibaba/freeline,5495,2016-08-03T17:22:52Z,22,Java,2057,true,3.7185185185185183,1,Not processed.,5357
sockeqwe/mosby,https://github.com/sockeqwe/mosby,5480,2015-03-25T00:59:19Z,15,Java,2554,true,5.380664652567976,1,Not processed.,17138
haifengl/smile,https://github.com/haifengl/smile,5476,2014-11-20T16:28:12Z,22,Java,2679,true,5.26875,1,Not processed.,95561
facebookarchive/rebound,https://github.com/facebookarchive/rebound,5467,2013-10-11T01:12:37Z,10,Java,3084,true,4.287356321839081,1,Not processed.,4095
527515025/springBoot,https://github.com/527515025/springBoot,5451,2016-11-07T02:13:31Z,0,Java,1961,true,5.068181818181818,1,Not processed.,6242
gzu-liyujiang/AndroidPicker,https://github.com/gzu-liyujiang/AndroidPicker,5439,2015-10-21T14:21:16Z,50,Java,2344,true,5.44206008583691,1,Not processed.,13125
graphql-java/graphql-java,https://github.com/graphql-java/graphql-java,5436,2015-07-06T06:52:20Z,40,Java,2451,true,8.927685950413224,1,Not processed.,49459
dm77/barcodescanner,https://github.com/dm77/barcodescanner,5431,2014-02-24T21:14:09Z,6,Java,2947,true,5.273972602739726,1,0.22146510369863018,2796
robolectric/robolectric,https://github.com/robolectric/robolectric,5423,2010-08-28T00:28:25Z,82,Java,4224,true,5.445627621813488,3,Not processed.,166743
jgilfelt/SystemBarTint,https://github.com/jgilfelt/SystemBarTint,5395,2013-11-17T12:35:05Z,3,Java,3047,true,8,1,0.3663639688888889,807
apache/beam,https://github.com/apache/beam,5381,2016-02-02T08:00:06Z,20,Java,2240,true,7.382232656770675,1,Not processed.,574831
ja-netfilter/ja-netfilter,https://github.com/ja-netfilter/ja-netfilter,5379,2021-11-29T02:54:50Z,1,Java,113,true,2.6857142857142855,1,0.2794598445714286,1311
amitshekhariitbhu/Fast-Android-Networking,https://github.com/amitshekhariitbhu/Fast-Android-Networking,5374,2016-03-21T18:35:44Z,8,Java,2192,true,3.219130434782609,1,Not processed.,19596
changmingxie/tcc-transaction,https://github.com/changmingxie/tcc-transaction,5368,2015-12-05T04:27:53Z,4,Java,2299,true,4.233716475095785,1,Not processed.,7560
evant/gradle-retrolambda,https://github.com/evant/gradle-retrolambda,5360,2013-08-05T02:09:58Z,37,Java,3151,true,4.48,1,0.1371428564,623
dataease/dataease,https://github.com/dataease/dataease,5346,2021-02-02T04:10:21Z,24,Java,413,true,4.499437570303712,1,Not processed.,89526
hanks-zyh/HTextView,https://github.com/hanks-zyh/HTextView,5343,2015-12-19T16:34:59Z,0,Java,2285,true,4.197802197802198,1,Not processed.,3076
MinecraftForge/MinecraftForge,https://github.com/MinecraftForge/MinecraftForge,5338,2012-01-30T01:35:01Z,0,Java,3704,true,6.566155988857939,1,Not processed.,56742
JesusFreke/smali,https://github.com/JesusFreke/smali,5330,2012-09-23T19:51:16Z,1,Java,3466,true,6.024305555555555,1,Not processed.,46762
XRecyclerView/XRecyclerView,https://github.com/XRecyclerView/XRecyclerView,5285,2015-11-18T08:14:22Z,0,Java,2316,true,3.9096385542168677,1,Not processed.,5151
lucasr/twoway-view,https://github.com/lucasr/twoway-view,5272,2013-01-18T20:55:23Z,0,Java,3349,true,6.078431372549019,2,0.3642166294117647,3688
commonsguy/cw-omnibus,https://github.com/commonsguy/cw-omnibus,5270,2012-03-12T14:12:06Z,36,Java,3662,true,5.3194658448895735,1,Not processed.,71267
apache/dubbo-spring-boot-project,https://github.com/apache/dubbo-spring-boot-project,5265,2018-01-18T12:10:50Z,13,Java,1524,true,7.112359550561798,1,0.2447341516853933,1908
micronaut-projects/micronaut-core,https://github.com/micronaut-projects/micronaut-core,5258,2018-03-07T12:05:08Z,119,Java,1476,true,5.603270745003028,2,Not processed.,130218
yixia/VitamioBundle,https://github.com/yixia/VitamioBundle,5254,2012-10-19T08:40:49Z,0,Java,3441,true,4.9504950495049505,2,Not processed.,6501
Meituan-Dianping/Leaf,https://github.com/Meituan-Dianping/Leaf,5249,2018-12-11T07:41:35Z,0,Java,1197,true,3.475,4,Not processed.,1305
scribejava/scribejava,https://github.com/scribejava/scribejava,5242,2010-09-05T19:11:40Z,7,Java,4216,true,4.210953346855984,1,Not processed.,12625
yanzhenjie/SwipeRecyclerView,https://github.com/yanzhenjie/SwipeRecyclerView,5227,2016-08-03T15:43:34Z,0,Java,2057,true,4.847272727272728,1,Not processed.,11090
Clans/FloatingActionButton,https://github.com/Clans/FloatingActionButton,5209,2015-03-21T12:36:16Z,14,Java,2558,true,4.638297872340425,1,0.1502527225531915,2805
square/otto,https://github.com/square/otto,5203,2012-06-27T19:06:49Z,0,Java,3555,true,2.4352941176470586,1,Not processed.,1987
h6ah4i/android-advancedrecyclerview,https://github.com/h6ah4i/android-advancedrecyclerview,5199,2015-01-24T16:14:39Z,1,Java,2614,true,6.60506329113924,2,Not processed.,20692
Yalantis/Side-Menu.Android,https://github.com/Yalantis/Side-Menu.Android,5191,2015-01-13T11:11:27Z,2,Java,2625,true,3.888888888888889,1,0.17367725388888888,449
wuhaoyu1990/MagicCamera,https://github.com/wuhaoyu1990/MagicCamera,5190,2016-01-08T11:36:56Z,0,Java,2265,true,3.5454545454545454,8,Not processed.,14543
Vedenin/useful-java-links,https://github.com/Vedenin/useful-java-links,5181,2016-02-13T13:14:52Z,0,Java,2229,true,2.3041825095057034,1,Not processed.,5967
LawnchairLauncher/lawnchair,https://github.com/LawnchairLauncher/lawnchair,5174,2017-03-03T13:12:58Z,34,Java,1845,true,7.987295825771325,1,Not processed.,108579
thinkaurelius/titan,https://github.com/thinkaurelius/titan,5173,2012-02-25T22:53:53Z,0,Java,3677,true,5.86762860727729,1,Not processed.,71163
xxv/android-lifecycle,https://github.com/xxv/android-lifecycle,5170,2014-04-18T14:26:22Z,0,Java,2895,true,7,2,0,481
motianhuo/wechat,https://github.com/motianhuo/wechat,5165,2015-05-25T02:33:37Z,0,Java,2493,true,5.062992125984252,1,Not processed.,34414
datahub-project/datahub,https://github.com/datahub-project/datahub,5160,2015-11-18T05:47:40Z,49,Java,2316,true,9.15648854961832,1,Not processed.,39719
CameraKit/camerakit-android,https://github.com/CameraKit/camerakit-android,5157,2016-11-27T19:29:43Z,17,Java,1940,true,3.5,1,Not processed.,4487
KeepSafe/TapTargetView,https://github.com/KeepSafe/TapTargetView,5153,2016-09-11T09:07:36Z,23,Java,2018,true,4.512820512820513,2,0.08034272307692308,1948
wasabeef/Blurry,https://github.com/wasabeef/Blurry,5150,2015-07-23T14:12:08Z,0,Java,2434,true,5.142857142857143,1,Not processed.,636
