nameWithOwner,url,stargazerCount,createdAt,releases,primaryLanguage,age,processed,cbo,dit,lcom*,loc
mybatis/mybatis-3,https://github.com/mybatis/mybatis-3,16934,2013-02-14T19:03:32Z,36,Java,3323,true,3.5446891191709846,1,Not processed.,53084
linlinjava/litemall,https://github.com/linlinjava/litemall,16927,2018-03-22T16:42:30Z,8,Java,1461,true,4.6158833063209075,1,Not processed.,90813
EnterpriseQualityCoding/FizzBuzzEnterpriseEdition,https://github.com/EnterpriseQualityCoding/FizzBuzzEnterpriseEdition,16856,2012-11-24T00:14:41Z,0,Java,3405,true,2.901098901098901,1,Not processed.,894
nostra13/Android-Universal-Image-Loader,https://github.com/nostra13/Android-Universal-Image-Loader,16817,2011-11-27T18:48:23Z,0,Java,3768,true,4.864285714285714,2,Not processed.,7434
apache/rocketmq,https://github.com/apache/rocketmq,16774,2016-11-30T08:00:08Z,6,Java,1938,true,5.841001353179973,2,Not processed.,96692
facebook/fresco,https://github.com/facebook/fresco,16755,2015-03-02T09:58:04Z,45,Java,2577,true,6.637755102040816,1,Not processed.,75008
oracle/graal,https://github.com/oracle/graal,16748,2016-01-14T17:11:35Z,32,Java,2259,true,6.231290184312044,2,Not processed.,1.248397e+06
dianping/cat,https://github.com/dianping/cat,16515,2012-12-05T02:31:48Z,0,Java,3394,true,5.490621336459554,1,Not processed.,88972
brettwooldridge/HikariCP,https://github.com/brettwooldridge/HikariCP,16493,2013-10-08T05:43:03Z,0,Java,3087,true,4.35,2,0.22183132825000001,10542
forezp/SpringCloudLearning,https://github.com/forezp/SpringCloudLearning,16455,2017-04-08T10:06:56Z,0,Java,1809,true,4.559440559440559,1,0.07995338097902098,1126
Tencent/tinker,https://github.com/Tencent/tinker,16270,2016-09-06T06:57:52Z,44,Java,2023,true,4.735470941883768,1,Not processed.,38753
apache/shardingsphere,https://github.com/apache/shardingsphere,15555,2016-01-18T12:49:26Z,46,Java,2255,true,6.587237615449203,1,Not processed.,151371
winterbe/java8-tutorial,https://github.com/winterbe/java8-tutorial,15546,2014-03-16T17:25:43Z,0,Java,2928,true,1.0340909090909092,1,0.08440656681818183,2081
openzipkin/zipkin,https://github.com/openzipkin/zipkin,15241,2012-06-06T18:26:16Z,67,Java,3576,true,6.563144329896907,1,Not processed.,37264
android10/Android-CleanArchitecture,https://github.com/android10/Android-CleanArchitecture,15118,2014-08-19T14:09:26Z,0,Java,2772,true,5.142857142857143,1,0.2471206234285714,2260
lottie-react-native/lottie-react-native,https://github.com/lottie-react-native/lottie-react-native,14922,2017-01-27T18:24:50Z,9,Java,1880,true,3.8125,1,0.15295903125,550
JeffLi1993/springboot-learning-example,https://github.com/JeffLi1993/springboot-learning-example,14759,2017-02-06T07:02:25Z,0,Java,1870,true,4.614035087719298,1,0.16693334052631578,1641
LMAX-Exchange/disruptor,https://github.com/LMAX-Exchange/disruptor,14626,2012-09-21T13:42:24Z,13,Java,3469,true,4.428217821782178,1,Not processed.,13018
Anuken/Mindustry,https://github.com/Anuken/Mindustry,14230,2017-04-30T01:24:29Z,134,Java,1787,true,5.0101294316263365,1,Not processed.,104432
dyc87112/SpringBoot-Learning,https://github.com/dyc87112/SpringBoot-Learning,14209,2016-08-21T03:39:06Z,0,Java,2039,true,4.4535315985130115,1,Not processed.,2790
hdodenhof/CircleImageView,https://github.com/hdodenhof/CircleImageView,14162,2014-01-17T16:44:46Z,0,Java,2986,true,11,2,0.30823673333333335,360
alibaba/ARouter,https://github.com/alibaba/ARouter,13719,2016-12-14T01:27:49Z,16,Java,1924,true,3.693877551020408,2,Not processed.,3165
iBotPeaches/Apktool,https://github.com/iBotPeaches/Apktool,13658,2012-03-19T17:46:53Z,15,Java,3655,true,6.078787878787879,5,Not processed.,11368
lgvalle/Material-Animations,https://github.com/lgvalle/Material-Animations,13560,2015-03-08T20:54:00Z,0,Java,2570,true,4.4,3,0.15962080799999998,1010
Tencent/QMUI_Android,https://github.com/Tencent/QMUI_Android,13492,2017-04-21T10:03:18Z,35,Java,1796,true,5.459737827715355,1,Not processed.,58225
material-components/material-components-android,https://github.com/material-components/material-components-android,13484,2016-12-05T16:11:29Z,49,Java,1933,true,6.917237087741133,2,Not processed.,79676
medcl/elasticsearch-analysis-ik,https://github.com/medcl/elasticsearch-analysis-ik,13479,2011-12-16T09:01:45Z,157,Java,3749,true,4.678571428571429,1,0.43723906142857144,2051
YunaiV/SpringBoot-Labs,https://github.com/YunaiV/SpringBoot-Labs,13448,2018-09-12T14:51:46Z,0,Java,1287,true,4.293150684931507,1,Not processed.,17685
prestodb/presto,https://github.com/prestodb/presto,13280,2012-08-09T01:03:37Z,0,Java,3512,true,8.573918094684867,1,Not processed.,616809
doocs/leetcode,https://github.com/doocs/leetcode,13278,2018-09-16T14:03:03Z,19,Java,1283,true,2.2857142857142856,1,0.1667169335238095,2740
orhanobut/logger,https://github.com/orhanobut/logger,13199,2015-03-20T22:30:12Z,16,Java,2558,true,5.833333333333333,1,0.3125860744444445,827
justauth/JustAuth,https://github.com/justauth/JustAuth,13178,2019-01-31T09:42:20Z,45,Java,1146,true,5.366279069767442,1,Not processed.,5287
Bigkoo/Android-PickerView,https://github.com/Bigkoo/Android-PickerView,13070,2014-12-28T01:46:38Z,0,Java,2641,true,3.7252747252747254,1,0.13223407725274725,4421
android-hacker/VirtualXposed,https://github.com/android-hacker/VirtualXposed,12988,2017-12-01T09:00:58Z,49,Java,1572,true,3.855961405926947,1,Not processed.,47554
Tencent/APIJSON,https://github.com/Tencent/APIJSON,12980,2016-11-21T12:03:29Z,85,Java,1947,true,5.298245614035087,3,Not processed.,10229
Curzibn/Luban,https://github.com/Curzibn/Luban,12865,2016-07-24T07:43:21Z,6,Java,2067,true,2.9655172413793105,1,0.21244554448275862,1088
Konloch/bytecode-viewer,https://github.com/Konloch/bytecode-viewer,12815,2014-10-14T10:26:46Z,57,Java,2716,true,4.560109289617486,2,Not processed.,18428
eclipse-vertx/vert.x,https://github.com/eclipse-vertx/vert.x,12783,2011-06-17T14:54:55Z,0,Java,3931,true,6.155555555555556,2,Not processed.,133473
mockito/mockito,https://github.com/mockito/mockito,12715,2012-10-13T20:27:12Z,185,Java,3446,true,3.3801352054082163,1,Not processed.,47750
arduino/Arduino,https://github.com/arduino/Arduino,12675,2010-09-17T19:10:36Z,37,Java,4204,true,3.8533333333333335,1,Not processed.,25793
baomidou/mybatis-plus,https://github.com/baomidou/mybatis-plus,12580,2016-08-18T10:06:53Z,22,Java,2042,true,5.76274165202109,1,Not processed.,18086
greenrobot/greenDAO,https://github.com/greenrobot/greenDAO,12510,2011-10-22T16:15:14Z,8,Java,3804,true,5.013736263736264,1,Not processed.,18545
facebook/stetho,https://github.com/facebook/stetho,12463,2015-01-22T22:34:10Z,13,Java,2615,true,4.3816013628620105,2,Not processed.,19224
apache/hadoop,https://github.com/apache/hadoop,12422,2014-08-28T07:00:08Z,0,Java,2763,true,7.208204001719116,1,Not processed.,1.55875e+06
eclipse/deeplearning4j,https://github.com/eclipse/deeplearning4j,12391,2013-11-27T02:03:28Z,0,Java,3037,true,8.511572606214331,3,Not processed.,488318
williamfiset/Algorithms,https://github.com/williamfiset/Algorithms,12245,2017-03-18T02:50:46Z,0,Java,1830,true,2.6008583690987126,1,Not processed.,32679
JessYanCoding/AndroidAutoSize,https://github.com/JessYanCoding/AndroidAutoSize,12233,2018-08-17T09:04:19Z,14,Java,1313,true,5.408163265306122,1,0.13037404081632653,1720
zhihu/Matisse,https://github.com/zhihu/Matisse,12222,2017-04-13T01:31:05Z,15,Java,1804,true,6.657894736842105,2,Not processed.,3418
daimajia/AndroidSwipeLayout,https://github.com/daimajia/AndroidSwipeLayout,12189,2014-08-25T04:09:33Z,18,Java,2766,true,3.7162162162162162,2,0.12011668756756756,2770
pinpoint-apm/pinpoint,https://github.com/pinpoint-apm/pinpoint,12071,2014-10-20T09:27:22Z,50,Java,2710,true,5.04751872659176,1,Not processed.,330751
daimajia/AndroidViewAnimations,https://github.com/daimajia/AndroidViewAnimations,12056,2014-06-23T03:53:13Z,9,Java,2829,true,3.3780487804878048,1,0.04904748719512195,965
youth5201314/banner,https://github.com/youth5201314/banner,11833,2016-04-22T05:50:25Z,0,Java,2160,true,6.082191780821918,3,Not processed.,2713
Netflix/zuul,https://github.com/Netflix/zuul,11795,2013-03-13T18:53:57Z,5,Java,3296,true,6.5,1,Not processed.,18092
antlr/antlr4,https://github.com/antlr/antlr4,11783,2010-02-04T01:36:28Z,23,Java,4429,true,4.79915611814346,1,Not processed.,48131
keycloak/keycloak,https://github.com/keycloak/keycloak,11731,2013-07-02T13:38:51Z,17,Java,3185,true,6.527165586328816,1,Not processed.,467314
termux/termux-app,https://github.com/termux/termux-app,11663,2015-10-23T09:42:46Z,89,Java,2342,true,5.6923076923076925,1,Not processed.,21366
apache/druid,https://github.com/apache/druid,11623,2012-10-23T19:08:07Z,48,Java,3437,true,7.339256077321098,1,Not processed.,491067
GoogleContainerTools/jib,https://github.com/GoogleContainerTools/jib,11615,2018-01-22T18:30:43Z,133,Java,1520,true,7.098693759071118,1,Not processed.,34271
OpenAPITools/openapi-generator,https://github.com/OpenAPITools/openapi-generator,11586,2018-05-12T09:57:56Z,45,Java,1410,true,5.4066882416396975,1,Not processed.,167280
seaswalker/spring-analysis,https://github.com/seaswalker/spring-analysis,11515,2016-09-09T07:46:32Z,0,Java,2020,true,2.4242424242424243,1,0.09494949606060606,378
Tencent/VasSonic,https://github.com/Tencent/VasSonic,11477,2017-08-01T08:35:13Z,10,Java,1694,true,4.198198198198198,1,Not processed.,7421
sqshq/piggymetrics,https://github.com/sqshq/piggymetrics,11426,2015-03-29T17:56:31Z,2,Java,2550,true,6.040404040404041,1,0.2273909768686869,1881
heibaiying/BigData-Notes,https://github.com/heibaiying/BigData-Notes,11409,2019-03-10T01:40:01Z,0,Java,1108,true,5.714285714285714,1,Not processed.,2124
LuckSiege/PictureSelector,https://github.com/LuckSiege/PictureSelector,11311,2017-01-04T07:47:39Z,104,Java,1903,true,5.3826955074875205,1,Not processed.,32914
ben-manes/caffeine,https://github.com/ben-manes/caffeine,11305,2014-12-13T08:45:11Z,59,Java,2656,true,4.797114517583409,1,Not processed.,68699
realm/realm-java,https://github.com/realm/realm-java,11264,2012-04-20T09:18:42Z,0,Java,3623,true,4.401996847083552,1,Not processed.,109446
thingsboard/thingsboard,https://github.com/thingsboard/thingsboard,11242,2016-12-01T09:33:30Z,48,Java,1937,true,7.622412093328951,2,Not processed.,129459
hyb1996/Auto.js,https://github.com/hyb1996/Auto.js,11204,2017-01-27T01:01:16Z,0,Java,1880,true,5.645196506550218,1,Not processed.,48388
jfeinstein10/SlidingMenu,https://github.com/jfeinstein10/SlidingMenu,11172,2012-06-30T05:14:23Z,0,Java,3552,true,4.77027027027027,2,0.13599265027027027,3085
androidannotations/androidannotations,https://github.com/androidannotations/androidannotations,11167,2012-01-06T08:48:03Z,0,Java,3728,true,5.535825545171339,1,Not processed.,28800
Netflix/eureka,https://github.com/Netflix/eureka,11142,2012-07-26T22:23:07Z,142,Java,3525,true,5.8878378378378375,1,Not processed.,32742
Yalantis/uCrop,https://github.com/Yalantis/uCrop,11112,2016-01-05T13:41:06Z,15,Java,2268,true,6.285714285714286,3,0.27189540506493504,4643
pagehelper/Mybatis-PageHelper,https://github.com/pagehelper/Mybatis-PageHelper,11003,2014-06-09T15:32:30Z,9,Java,2843,true,5.909090909090909,1,Not processed.,6836
java-decompiler/jd-gui,https://github.com/java-decompiler/jd-gui,10971,2015-03-25T05:28:41Z,18,Java,2554,true,4.538083538083538,1,Not processed.,19309
permissions-dispatcher/PermissionsDispatcher,https://github.com/permissions-dispatcher/PermissionsDispatcher,10902,2015-08-15T21:41:05Z,40,Java,2410,true,1.6218487394957983,1,0.0770866244537815,3184
google/guice,https://github.com/google/guice,10836,2014-05-28T23:18:53Z,15,Java,2854,true,3.8321545157780195,1,Not processed.,78644
alibaba/vlayout,https://github.com/alibaba/vlayout,10831,2017-02-27T08:11:47Z,34,Java,1849,true,5.314465408805032,5,0.286222690754717,14042
alibaba/DataX,https://github.com/alibaba/DataX,10772,2018-01-18T10:09:47Z,0,Java,1524,true,4.375455650060753,1,Not processed.,52240
codecentric/spring-boot-admin,https://github.com/codecentric/spring-boot-admin,10719,2014-07-25T11:39:13Z,67,Java,2797,true,7.414519906323185,2,Not processed.,12497
macrozheng/mall-learning,https://github.com/macrozheng/mall-learning,10666,2019-04-12T13:20:31Z,0,Java,1075,true,4.801608579088472,1,Not processed.,27748
android-async-http/android-async-http,https://github.com/android-async-http/android-async-http,10656,2011-02-20T03:25:07Z,3,Java,4048,true,5.662337662337662,1,0.35132670415584416,7620
H07000223/FlycoTabLayout,https://github.com/H07000223/FlycoTabLayout,10558,2015-11-09T01:53:19Z,4,Java,2325,true,6.454545454545454,1,Not processed.,2730
apache/pulsar,https://github.com/apache/pulsar,10534,2016-06-28T07:00:03Z,53,Java,2093,true,6.5018764926646195,1,Not processed.,382983
lingochamp/FileDownloader,https://github.com/lingochamp/FileDownloader,10481,2015-12-22T11:17:16Z,65,Java,2282,true,4.5278810408921935,1,Not processed.,14387
lipangit/JiaoZiVideoPlayer,https://github.com/lipangit/JiaoZiVideoPlayer,10418,2016-02-06T11:04:24Z,78,Java,2236,true,7.27536231884058,2,Not processed.,4511
jeasonlzy/okhttp-OkGo,https://github.com/jeasonlzy/okhttp-OkGo,10409,2016-01-15T10:35:24Z,14,Java,2258,true,5.595567867036011,2,Not processed.,13418
redis/jedis,https://github.com/redis/jedis,10335,2010-06-11T13:04:43Z,63,Java,4302,true,5.222395023328149,1,Not processed.,54007
tbruyelle/RxPermissions,https://github.com/tbruyelle/RxPermissions,10312,2015-09-29T13:55:09Z,11,Java,2366,true,4.65,1,0.1825949975,876
mission-peace/interview,https://github.com/mission-peace/interview,10291,2014-07-20T21:27:31Z,0,Java,2801,true,2.0134932533733134,1,Not processed.,27259
apache/zookeeper,https://github.com/apache/zookeeper,10280,2009-03-27T15:41:56Z,0,Java,4743,true,5.5176964607078585,4,Not processed.,114888
JakeWharton/ViewPagerIndicator,https://github.com/JakeWharton/ViewPagerIndicator,10216,2011-08-04T17:13:44Z,0,Java,3883,true,5.4393939393939394,3,0.21062797666666666,2947
gyf-dev/ImmersionBar,https://github.com/gyf-dev/ImmersionBar,10188,2017-04-19T05:10:09Z,0,Java,1798,true,6.352112676056338,3,Not processed.,7204
JessYanCoding/MVPArms,https://github.com/JessYanCoding/MVPArms,10157,2016-08-06T08:49:56Z,25,Java,2054,true,6.644295302013423,1,Not processed.,5986
janishar/mit-deep-learning-book-pdf,https://github.com/janishar/mit-deep-learning-book-pdf,10099,2017-04-07T10:46:50Z,3,Java,1810,true,0,1,0,2
daniulive/SmarterStreaming,https://github.com/daniulive/SmarterStreaming,9965,2016-03-26T14:46:02Z,0,Java,2187,true,3.8430232558139537,1,Not processed.,10750
neo4j/neo4j,https://github.com/neo4j/neo4j,9846,2012-11-12T08:46:15Z,72,Java,3417,true,6.440397040921434,1,Not processed.,535440
YoKeyword/Fragmentation,https://github.com/YoKeyword/Fragmentation,9717,2016-02-23T08:54:55Z,30,Java,2219,true,5.232394366197183,1,Not processed.,8981
careercup/CtCI-6th-Edition,https://github.com/careercup/CtCI-6th-Edition,9712,2015-07-02T06:28:46Z,0,Java,2455,true,2.12807881773399,1,Not processed.,21093
google/auto,https://github.com/google/auto,9669,2013-05-22T21:41:56Z,55,Java,3225,true,4.0220994475138125,1,Not processed.,29804
liaohuqiu/android-Ultra-Pull-To-Refresh,https://github.com/liaohuqiu/android-Ultra-Pull-To-Refresh,9664,2014-11-13T03:13:10Z,8,Java,2686,true,4.0186335403726705,1,Not processed.,5476
ksoichiro/Android-ObservableScrollView,https://github.com/ksoichiro/Android-ObservableScrollView,9624,2014-11-08T14:45:20Z,0,Java,2691,true,5.014925373134329,3,Not processed.,12621
HarlonWang/AVLoadingIndicatorView,https://github.com/HarlonWang/AVLoadingIndicatorView,9606,2015-10-24T20:18:33Z,1,Java,2340,true,3.5652173913043477,1,0.16569418358695653,2161
DuGuQiuBai/Java,https://github.com/DuGuQiuBai/Java,9601,2015-11-25T07:30:08Z,0,Java,2309,true,0.7722132471728594,1,Not processed.,10840
wasabeef/glide-transformations,https://github.com/wasabeef/glide-transformations,9590,2015-01-09T10:33:29Z,0,Java,2629,true,5.555555555555555,2,0.45478730296296305,991
quarkusio/quarkus,https://github.com/quarkusio/quarkus,9567,2018-07-06T00:44:20Z,165,Java,1355,true,4.994564909698239,2,Not processed.,522148
pxb1988/dex2jar,https://github.com/pxb1988/dex2jar,9550,2015-03-16T09:13:07Z,6,Java,2563,true,5.3169877408056045,4,Not processed.,41007
grpc/grpc-java,https://github.com/grpc/grpc-java,9528,2014-12-08T19:00:00Z,109,Java,2661,true,5.463425414364641,2,Not processed.,202956
square/javapoet,https://github.com/square/javapoet,9475,2013-02-01T16:56:30Z,0,Java,3336,true,4.494949494949495,1,Not processed.,7519
pockethub/PocketHub,https://github.com/pockethub/PocketHub,9454,2011-09-08T16:52:50Z,1,Java,3848,true,6.5754716981132075,1,Not processed.,6980
googlesamples/easypermissions,https://github.com/googlesamples/easypermissions,9401,2015-12-22T18:05:53Z,12,Java,2282,true,8.93939393939394,1,0.47831688181818166,1705
umano/AndroidSlidingUpPanel,https://github.com/umano/AndroidSlidingUpPanel,9398,2013-05-31T18:33:53Z,8,Java,3217,true,4.9411764705882355,1,0.19036896705882353,2011
clojure/clojure,https://github.com/clojure/clojure,9389,2010-06-29T20:03:33Z,0,Java,4283,true,3.7506203473945408,1,Not processed.,43900
jhy/jsoup,https://github.com/jhy/jsoup,9354,2009-12-19T01:29:58Z,5,Java,4476,true,5.574468085106383,1,Not processed.,28230
zaproxy/zaproxy,https://github.com/zaproxy/zaproxy,9349,2015-06-03T16:55:01Z,256,Java,2484,true,4.718304117407256,1,Not processed.,175940
apereo/cas,https://github.com/apereo/cas,9317,2011-09-09T01:36:42Z,211,Java,3847,true,9.182651434643995,2,Not processed.,185116
perwendel/spark,https://github.com/perwendel/spark,9278,2011-05-05T11:52:05Z,0,Java,3974,true,4.542986425339366,1,Not processed.,9588
paascloud/paascloud-master,https://github.com/paascloud/paascloud-master,9275,2018-03-17T05:40:43Z,0,Java,1466,true,5.971698113207547,2,Not processed.,16312
MyCATApache/Mycat-Server,https://github.com/MyCATApache/Mycat-Server,9251,2014-12-04T02:46:54Z,7,Java,2665,true,4.929402637703646,2,Not processed.,92847
bilibili/DanmakuFlameMaster,https://github.com/bilibili/DanmakuFlameMaster,9242,2013-08-11T12:18:50Z,5,Java,3145,true,5.162790697674419,2,Not processed.,12879
navasmdc/MaterialDesignLibrary,https://github.com/navasmdc/MaterialDesignLibrary,9090,2014-09-30T07:37:17Z,3,Java,2730,true,4.536585365853658,1,0.2656804002439024,2927
hackware1993/MagicIndicator,https://github.com/hackware1993/MagicIndicator,9076,2016-06-26T08:20:43Z,12,Java,2095,true,5,1,Not processed.,4533
koral--/android-gif-drawable,https://github.com/koral--/android-gif-drawable,9045,2013-01-30T01:37:46Z,56,Java,3338,true,6.153846153846154,1,Not processed.,2931
lihengming/spring-boot-api-project-seed,https://github.com/lihengming/spring-boot-api-project-seed,9035,2017-06-23T10:06:30Z,4,Java,1733,true,5,1,Not processed.,484
nathanmarz/storm,https://github.com/nathanmarz/storm,8930,2011-09-17T07:55:13Z,0,Java,3839,true,4.430082256169213,1,Not processed.,60552
lzyzsd/JsBridge,https://github.com/lzyzsd/JsBridge,8870,2015-02-26T12:10:58Z,0,Java,2581,true,4,1,Not processed.,920
TooTallNate/Java-WebSocket,https://github.com/TooTallNate/Java-WebSocket,8863,2010-01-20T23:33:04Z,13,Java,4443,true,3.7213740458015265,1,Not processed.,14304
chrisbanes/Android-PullToRefresh,https://github.com/chrisbanes/Android-PullToRefresh,8778,2011-11-29T09:59:56Z,0,Java,3766,true,6.024390243902439,1,0.19016767853658537,3567
OpenRefine/OpenRefine,https://github.com/OpenRefine/OpenRefine,8694,2012-10-15T02:22:48Z,32,Java,3445,true,6.047655649500384,1,Not processed.,62504
newbee-ltd/newbee-mall,https://github.com/newbee-ltd/newbee-mall,8648,2019-09-21T03:56:04Z,0,Java,913,true,5.01123595505618,1,Not processed.,3910
didi/VirtualAPK,https://github.com/didi/VirtualAPK,8643,2017-06-29T07:25:05Z,4,Java,1727,true,4.895705521472393,1,Not processed.,7981
chrisjenx/Calligraphy,https://github.com/chrisjenx/Calligraphy,8618,2013-12-20T02:35:45Z,4,Java,3014,true,5.72,1,0.29344892199999995,968
MindorksOpenSource/android-interview-questions,https://github.com/MindorksOpenSource/android-interview-questions,8589,2017-07-09T18:47:24Z,0,Java,1717,true,0,1,0,5
asLody/VirtualApp,https://github.com/asLody/VirtualApp,8571,2016-07-06T13:25:23Z,0,Java,2085,true,3.828169014084507,1,Not processed.,46624
GcsSloop/AndroidNote,https://github.com/GcsSloop/AndroidNote,8560,2016-01-04T23:51:36Z,0,Java,2268,true,4.875,1,0.2824350575,402
Freelander/Android_Data,https://github.com/Freelander/Android_Data,8478,2015-04-04T01:37:44Z,0,Java,2544,true,2,1,0,116
Activiti/Activiti,https://github.com/Activiti/Activiti,8456,2012-09-13T11:34:43Z,30,Java,3477,true,5.674107142857143,1,Not processed.,142340
Justson/AgentWeb,https://github.com/Justson/AgentWeb,8453,2017-05-12T07:45:56Z,18,Java,1775,true,5.400778210116732,1,Not processed.,11356
roughike/BottomBar,https://github.com/roughike/BottomBar,8445,2016-03-16T01:31:05Z,4,Java,2197,true,4.909090909090909,1,0.14802696803030305,2834
android/testing-samples,https://github.com/android/testing-samples,8427,2014-10-11T03:51:27Z,0,Java,2719,true,5.609195402298851,1,0.2610130470114943,1862
stanfordnlp/CoreNLP,https://github.com/stanfordnlp/CoreNLP,8392,2013-06-27T21:13:49Z,8,Java,3189,true,5.628538283062645,1,Not processed.,531886
Blankj/awesome-java-leetcode,https://github.com/Blankj/awesome-java-leetcode,8350,2017-04-17T15:51:41Z,0,Java,1800,true,1.6805555555555556,1,0.02777777888888889,1772
cats-oss/android-gpuimage,https://github.com/cats-oss/android-gpuimage,8334,2012-10-04T08:11:58Z,0,Java,3456,true,2.9607843137254903,1,0.30171296130718944,6341
crossoverJie/cim,https://github.com/crossoverJie/cim,8268,2018-05-20T15:55:56Z,7,Java,1402,true,4.829545454545454,1,Not processed.,7280
junit-team/junit4,https://github.com/junit-team/junit4,8268,2009-01-13T03:41:26Z,13,Java,4816,true,3.8635437881873727,6,Not processed.,32975
dromara/Sa-Token,https://github.com/dromara/Sa-Token,8260,2020-02-03T10:34:29Z,23,Java,778,true,5.058139534883721,1,Not processed.,12416
macrozheng/mall-swarm,https://github.com/macrozheng/mall-swarm,8259,2019-11-25T06:55:31Z,1,Java,848,true,3.8173575129533677,1,Not processed.,100941
facebook/buck,https://github.com/facebook/buck,8228,2013-04-17T18:12:18Z,56,Java,3261,true,7.091737150292778,1,Not processed.,503603
florent37/MaterialViewPager,https://github.com/florent37/MaterialViewPager,8210,2015-04-24T17:53:15Z,11,Java,2524,true,4.545454545454546,1,0.1819900425,1616
jwtk/jjwt,https://github.com/jwtk/jjwt,8193,2014-09-13T01:06:24Z,0,Java,2747,true,3.925170068027211,1,0.23659677687074834,5204
dropwizard/dropwizard,https://github.com/dropwizard/dropwizard,8160,2011-01-19T19:52:29Z,114,Java,4079,true,5.8777614138438885,1,Not processed.,40193
ybq/Android-SpinKit,https://github.com/ybq/Android-SpinKit,8145,2016-03-20T08:40:51Z,0,Java,2193,true,4.816901408450704,1,Not processed.,1812
huanghaibin-dev/CalendarView,https://github.com/huanghaibin-dev/CalendarView,8142,2017-03-11T07:16:09Z,0,Java,1837,true,6.568181818181818,1,Not processed.,11557
firebase/quickstart-android,https://github.com/firebase/quickstart-android,8055,2016-04-26T17:13:27Z,0,Java,2156,true,5.200892857142857,1,0.19558914696428573,6477
alibaba/atlas,https://github.com/alibaba/atlas,8051,2017-02-28T06:31:43Z,7,Java,1848,true,5.638103919781222,1,Not processed.,157514
amitshekhariitbhu/Android-Debug-Database,https://github.com/amitshekhariitbhu/Android-Debug-Database,7971,2016-11-16T14:20:24Z,12,Java,1952,true,4.147540983606557,1,Not processed.,2393
OpenFeign/feign,https://github.com/OpenFeign/feign,7918,2013-06-26T23:28:16Z,22,Java,3190,true,4.665584415584416,1,Not processed.,27478
ChrisRM/material-theme-jetbrains,https://github.com/ChrisRM/material-theme-jetbrains,7906,2015-09-23T07:15:04Z,17,Java,2372,true,4.3277310924369745,4,Not processed.,14517
shwenzhang/AndResGuard,https://github.com/shwenzhang/AndResGuard,7905,2015-10-11T11:48:06Z,4,Java,2354,true,3.4242424242424243,1,Not processed.,6506
HannahMitt/HomeMirror,https://github.com/HannahMitt/HomeMirror,7899,2015-08-23T03:20:08Z,0,Java,2403,true,2.727272727272727,1,Not processed.,1719
Netflix/SimianArmy,https://github.com/Netflix/SimianArmy,7863,2012-07-06T22:00:05Z,4,Java,3545,true,5.845901639344262,1,Not processed.,16056
airbnb/epoxy,https://github.com/airbnb/epoxy,7814,2016-08-08T23:05:11Z,70,Java,2051,true,6.402439024390244,2,Not processed.,36000
guolindev/LitePal,https://github.com/guolindev/LitePal,7810,2013-02-20T03:20:07Z,0,Java,3317,true,5.009950248756219,1,Not processed.,11830
resilience4j/resilience4j,https://github.com/resilience4j/resilience4j,7805,2015-06-03T09:21:01Z,29,Java,2484,true,6.534062237174096,1,Not processed.,49501
JakeWharton/hugo,https://github.com/JakeWharton/hugo,7786,2013-11-25T09:16:40Z,0,Java,3039,true,5.714285714285714,1,0.17142857142857143,384
hs-web/hsweb-framework,https://github.com/hs-web/hsweb-framework,7780,2016-01-18T03:51:39Z,24,Java,2255,true,6.015558698727015,2,Not processed.,17646
signalapp/Signal-Server,https://github.com/signalapp/Signal-Server,7523,2013-12-09T07:10:36Z,0,Java,3025,true,6.5588972431077694,2,Not processed.,33057
react-native-image-picker/react-native-image-picker,https://github.com/react-native-image-picker/react-native-image-picker,7516,2015-06-08T20:25:31Z,99,Java,2478,true,5.2,1,0.2618717013333333,765
dropwizard/metrics,https://github.com/dropwizard/metrics,7509,2010-02-26T19:44:42Z,86,Java,4406,true,5.310855263157895,2,Not processed.,25015
apache/dolphinscheduler,https://github.com/apache/dolphinscheduler,7502,2019-03-01T16:39:25Z,24,Java,1117,true,6.320470896010464,1,Not processed.,79654
aritraroy/UltimateAndroidReference,https://github.com/aritraroy/UltimateAndroidReference,7469,2017-04-10T07:28:27Z,0,Java,1807,true,1,1,0.25,22
apache/shardingsphere-elasticjob,https://github.com/apache/shardingsphere-elasticjob,7447,2015-09-11T11:28:52Z,27,Java,2384,true,5.701591511936339,1,Not processed.,21604
google/tsunami-security-scanner,https://github.com/google/tsunami-security-scanner,7422,2020-06-03T16:20:00Z,9,Java,657,true,6.064935064935065,1,Not processed.,6369
facebook/litho,https://github.com/facebook/litho,7356,2017-01-27T03:59:11Z,48,Java,1880,true,6.505174644243208,1,Not processed.,133376
KunMinX/Jetpack-MVVM-Best-Practice,https://github.com/KunMinX/Jetpack-MVVM-Best-Practice,7329,2019-10-31T05:21:01Z,0,Java,873,true,4.745901639344262,1,Not processed.,4028
lecho/hellocharts-android,https://github.com/lecho/hellocharts-android,7287,2014-10-12T09:12:37Z,14,Java,2718,true,6.42483660130719,2,Not processed.,10995
google/agera,https://github.com/google/agera,7284,2015-12-17T13:22:58Z,16,Java,2287,true,6.327586206896552,2,Not processed.,10897
square/dagger,https://github.com/square/dagger,7277,2012-08-02T23:25:32Z,0,Java,3518,true,3.1748768472906406,1,Not processed.,8042
